file,individuals,class_assertions,opa,chain_rules,transitive_roles,functional_roles,convert_ms,precheck_ms,clash,timed_out,edges,type_adds,edge_adds
ore_ont_5324,1428,1428,0,0,0,0,13,0,false,false,0,1428,0
ore_ont_5398,1285,1414,70,0,5,0,44,4,false,false,1002,9397,1002
ore_ont_770,1285,1414,70,0,5,0,42,5,false,false,1002,9397,1002
ore_ont_7944,1285,1414,70,0,5,0,43,5,false,false,1002,9397,1002
ore_ont_16822,1285,1414,71,0,5,0,38,4,false,false,1003,9397,1003
ore_ont_7537,1285,1414,71,0,5,0,41,5,false,false,1003,9397,1003
ore_ont_2783,1174,1408,205,0,8,0,92,6,false,false,2862,6663,2862
ore_ont_4092,1285,1362,76,0,5,0,53,6,false,false,1794,9361,1794
ore_ont_8844,1308,1381,62,5,0,0,48,3,false,false,982,9013,982
ore_ont_10672,1155,1392,237,0,8,0,73,6,false,false,2927,6553,2927
ore_ont_6815,1155,1389,237,0,8,0,73,6,false,false,2927,6553,2927
ore_ont_9558,1155,1389,237,0,8,0,75,6,false,false,2927,6553,2927
ore_ont_9758,1155,1389,237,0,8,0,72,7,false,false,2927,6553,2927
ore_ont_14237,1285,1362,88,0,5,0,44,5,false,false,1090,9468,1090
ore_ont_14593,1174,1408,236,0,8,0,72,7,false,false,2987,6663,2987
ore_ont_9382,1174,1408,236,0,8,0,76,6,false,false,2987,6663,2987
ore_ont_14331,1174,1408,238,0,8,0,69,6,false,false,2990,6663,2990
ore_ont_153,1174,1408,238,0,8,0,74,7,false,false,2990,6663,2990
ore_ont_2531,1174,1408,238,0,8,0,71,6,false,false,2990,6663,2990
ore_ont_7399,1174,1408,238,0,8,0,68,6,false,false,2990,6663,2990
ore_ont_6443,1303,1362,117,0,0,0,42,2,false,false,325,8857,325
ore_ont_5841,1466,1466,14,0,7,0,56,2,false,false,14,1474,14
ore_ont_6504,1285,1393,120,0,5,0,81,4,false,false,986,9361,986
ore_ont_14191,1303,1362,122,5,0,0,49,3,false,false,1132,8956,1132
ore_ont_10423,1193,1466,271,0,8,0,74,7,false,false,3090,6786,3090
ore_ont_891,1285,1399,215,0,5,0,39,5,false,false,1819,9361,1819
ore_ont_10892,1285,1448,219,0,5,0,45,5,false,false,1985,9361,1985
ore_ont_10026,398,315,1269,0,0,0,8,0,false,false,1380,1852,1380
ore_ont_7610,548,1161,1058,0,1,5,31,2,false,false,1078,1385,1078
ore_ont_1062,1285,1399,253,0,5,0,39,5,false,false,2083,9468,2083
ore_ont_4423,1285,1399,253,0,5,0,40,5,false,false,2083,9468,2083
ore_ont_14860,1372,5108,258,0,2,42,1756,291,false,false,304,2705,304
ore_ont_6354,1270,1211,417,0,0,0,56,2,false,false,1098,6483,1098
ore_ont_14353,456,0,1629,0,0,0,13,0,false,false,1629,0,1629
ore_ont_10481,1289,1230,418,8,0,0,54,5,false,false,3440,6690,3440
ore_ont_12152,1289,1230,418,8,0,0,44,5,false,false,3440,6690,3440
ore_ont_4780,1319,1362,292,5,0,0,46,4,false,false,3239,8956,3239
ore_ont_5664,1319,1362,292,5,0,0,45,4,false,false,3239,8956,3239
ore_ont_7084,1155,1419,447,0,8,0,81,8,false,false,4287,6525,4287
ore_ont_10588,1155,1419,455,0,8,0,72,8,false,false,4439,6543,4439
ore_ont_13150,1155,1419,457,0,8,0,68,8,false,false,4409,6553,4409
ore_ont_11564,1155,1419,458,0,8,0,70,8,false,false,4413,6553,4413
ore_ont_12884,1155,1419,458,0,8,0,75,8,false,false,4413,6553,4413
ore_ont_13941,1155,1427,458,0,8,0,73,8,false,false,4413,6553,4413
ore_ont_14255,1155,1411,458,0,8,0,75,8,false,false,4413,6553,4413
ore_ont_1517,1155,1419,458,0,8,0,71,8,false,false,4413,6553,4413
ore_ont_1539,1155,1397,458,0,8,0,76,8,false,false,4413,6553,4413
ore_ont_15450,1155,1419,458,0,8,0,69,8,false,false,4413,6553,4413
ore_ont_16565,1155,1419,458,0,8,0,68,8,false,false,4413,6553,4413
ore_ont_259,1155,1419,458,0,8,0,71,8,false,false,4413,6553,4413
ore_ont_2664,1155,1423,458,0,8,0,71,8,false,false,4413,6553,4413
ore_ont_4162,1155,1419,458,0,8,0,77,8,false,false,4413,6553,4413
ore_ont_4515,1155,1419,458,0,8,0,68,8,false,false,4413,6553,4413
ore_ont_7758,1155,1419,458,0,8,0,75,8,false,false,4413,6553,4413
ore_ont_8286,1155,1419,458,0,8,0,90,8,false,false,4413,6553,4413
ore_ont_8359,1155,1419,458,0,8,0,73,8,false,false,4413,6553,4413
ore_ont_8684,1155,1419,458,0,8,0,73,8,false,false,4413,6553,4413
ore_ont_2360,1157,1421,458,0,8,0,72,8,false,false,4413,6561,4413
ore_ont_6535,1157,1399,458,0,8,0,73,8,false,false,4413,6561,4413
ore_ont_6892,1157,1421,458,0,8,0,73,8,false,false,4413,6561,4413
ore_ont_4581,1162,1426,458,0,8,0,73,8,false,false,4413,6567,4413
ore_ont_4587,1352,1649,252,0,5,0,41,5,false,false,1947,10437,1947
ore_ont_10270,1171,1435,458,0,8,0,74,8,false,false,4413,6637,4413
ore_ont_14370,185,475,1210,1,0,0,12,4,false,false,4164,1318,4164
ore_ont_12474,1174,1430,459,0,8,0,73,8,false,false,4476,6663,4476
ore_ont_13679,1174,1438,459,0,8,0,72,8,false,false,4476,6663,4476
ore_ont_13776,1174,1438,459,0,8,0,74,8,false,false,4476,6663,4476
ore_ont_15352,1174,1438,459,0,8,0,73,8,false,false,4476,6663,4476
ore_ont_16617,1174,1438,459,0,8,0,79,8,false,false,4476,6663,4476
ore_ont_16738,1174,1438,459,0,8,0,69,8,false,false,4476,6663,4476
ore_ont_1870,1174,1437,459,0,8,0,75,8,false,false,4476,6663,4476
ore_ont_4263,1174,1438,459,0,8,0,68,8,false,false,4476,6663,4476
ore_ont_5543,1174,1438,459,0,8,0,72,8,false,false,4476,6663,4476
ore_ont_8171,1174,1438,459,0,8,0,76,8,false,false,4476,6663,4476
ore_ont_8326,1174,1416,459,0,8,0,75,8,false,false,4476,6663,4476
ore_ont_8431,1174,1437,459,0,8,0,81,8,false,false,4476,6663,4476
ore_ont_9037,1174,1438,459,0,8,0,74,8,false,false,4476,6663,4476
ore_ont_9186,1174,1438,459,0,8,0,72,8,false,false,4476,6665,4476
ore_ont_9972,1174,1438,459,0,8,0,72,8,false,false,4476,6663,4476
ore_ont_14294,1176,1440,459,0,8,0,80,8,false,false,4476,6671,4476
ore_ont_290,1188,1452,448,0,8,0,77,8,false,false,4415,6821,4415
ore_ont_7102,1176,1440,460,0,8,0,74,8,false,false,4415,6574,4415
ore_ont_14919,1185,1449,461,0,8,0,73,8,false,false,4333,6747,4333
ore_ont_4429,1200,1464,458,0,8,0,77,8,false,false,4388,6803,4388
ore_ont_8719,1198,1462,477,0,8,0,76,8,false,false,4623,6933,4623
ore_ont_3584,1198,1462,482,0,8,0,70,8,false,false,4546,6963,4546
ore_ont_11989,1155,1419,594,0,8,0,76,8,false,false,4566,6640,4566
ore_ont_12468,1155,1470,594,0,8,0,76,8,false,false,4566,6640,4566
ore_ont_14452,1155,1470,594,0,8,0,75,8,false,false,4566,6640,4566
ore_ont_2213,1251,1514,508,0,8,0,73,9,false,false,4785,7389,4785
ore_ont_12418,1174,1438,595,0,8,0,79,8,false,false,4629,6750,4629
ore_ont_15796,1174,1491,595,0,8,0,70,8,false,false,4629,6750,4629
ore_ont_16759,1265,1211,646,8,0,0,46,7,false,false,6135,6578,6135
ore_ont_16124,1270,1211,660,8,0,0,46,7,false,false,6148,6578,6148
ore_ont_260,1266,1211,660,8,0,0,40,7,false,false,6142,6578,6142
ore_ont_6452,1270,1211,668,8,0,0,40,7,false,false,6158,6578,6158
ore_ont_12043,1285,1230,661,8,0,0,47,7,false,false,6178,6690,6178
ore_ont_1469,1289,1230,669,8,0,0,41,7,false,false,6194,6690,6194
ore_ont_1533,1289,1230,669,8,0,0,52,7,false,false,6194,6690,6194
ore_ont_12219,1291,1232,669,8,0,0,45,7,false,false,6194,6698,6194
ore_ont_13178,1294,1235,669,8,0,0,45,7,false,false,6194,6717,6194
ore_ont_7479,1283,1218,688,8,0,0,47,7,false,false,6198,6641,6198
ore_ont_14367,1325,1759,543,0,8,0,77,9,false,false,4583,7828,4583
ore_ont_8688,1344,1778,544,0,8,0,76,9,false,false,4646,7938,4646
ore_ont_1965,1270,1211,804,8,0,0,44,7,false,false,6311,6578,6311
ore_ont_13474,2070,2070,0,0,1,0,25,3,false,false,0,9969,0
ore_ont_12372,2079,2079,0,0,0,0,19,0,false,false,0,2079,0
ore_ont_4363,1307,1230,858,8,0,0,41,7,false,false,6427,6690,6427
ore_ont_15475,1391,1302,787,8,0,0,46,7,false,false,6492,7042,6492
ore_ont_12965,2198,2198,0,0,0,0,19,0,false,false,0,2198,0
ore_ont_5078,2198,2198,0,0,0,0,23,0,false,false,0,2198,0
ore_ont_13336,1543,1400,924,0,0,0,39,3,false,false,2442,8208,2442
ore_ont_572,943,2327,948,0,14,0,187,40,false,false,2750,2627,2750
ore_ont_15741,2385,2385,0,0,1,0,23,0,false,false,0,2385,0
ore_ont_524,2385,2385,0,1,0,0,18,0,false,false,0,2385,0
ore_ont_3545,501,769,1650,0,2,5,23,4,false,false,3322,1631,3322
ore_ont_9947,2410,2469,0,0,0,0,28,0,false,false,0,2643,0
ore_ont_3916,797,2435,1679,0,1,0,114,8,true,false,0,2669,1799
ore_ont_507,2781,2781,0,0,0,0,29,0,false,false,0,2781,0
ore_ont_668,2466,11813,343,0,0,62,5328,191,false,false,741,8173,741
ore_ont_7778,2900,2900,0,0,1,0,27,0,false,false,0,2900,0
ore_ont_1117,3003,3003,0,0,1,0,34,1,false,false,0,5434,0
ore_ont_1672,1268,4316,1482,0,0,1,92,3,false,false,2105,5245,2105
ore_ont_15301,3520,3520,0,0,3,0,31,1,false,false,0,3520,0
ore_ont_11349,3550,3550,0,0,1,0,33,0,false,false,0,3550,0
ore_ont_7680,3608,3667,0,0,0,0,36,1,false,false,0,3841,0
ore_ont_7345,2221,6188,2937,0,0,9,616,3,false,false,3802,1083,3802
ore_ont_11626,3846,3846,0,0,1,0,36,1,false,false,0,3846,0
ore_ont_13991,4088,4088,0,0,0,466,65,0,false,false,0,0,0
ore_ont_10425,290,8517,3822,0,4,14,3894,1086,false,false,3847,870,3847
ore_ont_13837,1738,796,3318,1,0,0,22,4,false,false,3464,14764,3464
ore_ont_12801,4157,4157,0,0,19,1,36,1,false,false,0,4157,0
ore_ont_12836,939,1125,3233,0,0,78,30,5,false,false,3233,2740,3233
ore_ont_11126,297,15040,4066,0,2,0,6784,1559,false,false,4080,891,4080
ore_ont_7743,4405,4405,0,0,3,0,36,1,false,false,0,4405,0
ore_ont_8148,3067,3446,1734,0,12,16,83,15,false,false,4317,30556,4317
ore_ont_16286,4763,4763,14,0,7,0,952,20,false,false,14,4771,14
ore_ont_253,2390,4780,0,0,2,0,58,1,false,false,0,2390,0
ore_ont_14912,4843,4843,0,0,15,0,35,1,false,false,0,9686,0
ore_ont_5149,2907,2887,2118,0,0,0,24,1,false,false,2118,4166,2118
ore_ont_13052,4666,14858,407,0,0,20,4123,969,false,false,1883,27609,1883
ore_ont_8705,5088,5088,0,0,2,0,86,2,false,false,0,5088,0
ore_ont_11457,4912,5088,24,0,14,0,714,27,true,false,0,62198,152
ore_ont_13708,4912,5088,24,0,14,0,721,27,true,false,0,62198,152
ore_ont_16184,4912,5087,25,14,0,0,777,35,false,false,280,112614,280
ore_ont_3561,1804,3547,3543,0,0,0,127,12,false,false,4603,10439,4603
ore_ont_3839,5350,5350,0,0,0,0,71,1,false,false,0,5350,0
ore_ont_9257,5350,5350,0,0,0,0,75,1,false,false,0,5350,0
ore_ont_11635,5387,5387,0,0,5,0,38,2,false,false,0,5387,0
ore_ont_5550,5387,5387,0,5,0,0,38,1,false,false,0,5387,0
ore_ont_8940,5387,5387,0,0,5,0,36,2,false,false,0,5387,0
ore_ont_13078,2723,5446,0,0,2,0,46,1,false,false,0,2723,0
ore_ont_7188,2723,5446,0,0,2,0,46,1,false,false,0,2723,0
ore_ont_4567,3554,4077,1852,0,14,16,87,17,false,false,4634,35282,4634
ore_ont_928,5473,5473,0,19,0,0,38,1,false,false,0,5559,0
ore_ont_11131,5596,5596,0,0,0,0,50,1,false,false,0,5596,0
ore_ont_9303,2125,2745,3626,0,2,39,79,4,true,false,0,5300,3879
ore_ont_13124,5858,5858,0,0,1,0,66,2,false,false,0,5858,0
ore_ont_7203,5974,5974,0,0,2,1,85,3,false,false,0,5974,0
ore_ont_12000,6104,6104,0,0,1,0,78,2,false,false,0,6104,0
ore_ont_15013,6104,6104,0,1,0,0,73,1,false,false,0,6104,0
ore_ont_16547,6104,6104,0,0,1,0,61,2,false,false,0,6104,0
ore_ont_9249,1230,3883,2297,0,3,1,26,2,false,false,2297,2619,2297
ore_ont_13082,1617,2617,4845,0,0,1,511,106,false,false,5680,4554,5680
ore_ont_257,2871,5822,3995,0,0,6,204,6,false,false,4095,9664,4095
ore_ont_5241,6418,6418,0,0,3,0,38,1,false,false,0,6418,0
ore_ont_13230,2888,5823,4095,0,0,6,208,6,false,false,4195,9514,4195
ore_ont_15655,4807,13979,3244,0,0,29,8712,1147,false,false,3244,17069,3244
ore_ont_9800,6038,6666,671,0,3,0,97,6,false,false,687,17108,687
ore_ont_6146,6802,6802,0,0,5,0,47,2,false,false,0,6802,0
ore_ont_15363,6868,6868,0,2,0,0,71,2,false,false,0,6868,0
ore_ont_236,6868,6868,0,0,2,0,77,2,false,false,0,6868,0
ore_ont_16509,7055,7055,0,0,5,0,49,1,false,false,0,7055,0
ore_ont_7180,7178,7178,0,0,5,0,51,2,false,false,0,7178,0
ore_ont_10197,4297,9104,2971,0,0,0,162,9,false,false,6132,13380,6132
ore_ont_11411,4297,9104,2971,0,0,0,161,9,false,false,6132,13380,6132
ore_ont_11910,7568,7568,0,0,7,0,51,2,false,false,0,7568,0
ore_ont_13139,7568,7568,0,0,7,0,49,2,false,false,0,7568,0
ore_ont_15355,7568,7568,0,7,0,0,46,1,false,false,0,7568,0
ore_ont_5669,7568,7568,0,0,7,0,49,3,false,false,0,7568,0
ore_ont_644,7568,7568,0,0,7,0,48,3,false,false,0,7568,0
ore_ont_4182,6255,4157,3422,4,0,0,41,2,false,false,3422,4157,3422
ore_ont_1065,7686,7686,0,0,1,0,49,2,false,false,0,7686,0
ore_ont_1954,7860,7860,0,0,0,0,96,2,false,false,0,7860,0
ore_ont_15063,1605,7635,2982,0,0,30,219,10,false,false,10376,4897,10376
ore_ont_10991,7989,7989,0,0,0,0,58,2,false,false,0,7989,0
ore_ont_14286,7989,7989,0,0,0,0,62,2,false,false,0,7989,0
ore_ont_4260,7989,7989,0,0,0,0,59,2,false,false,0,7989,0
ore_ont_10608,8082,8082,0,0,0,0,72,2,false,false,0,8082,0
ore_ont_13460,8082,8082,0,0,1,0,65,2,false,false,0,8082,0
ore_ont_2848,8085,8085,0,3,0,0,83,2,false,false,0,8085,0
ore_ont_12191,5432,6315,2411,0,21,16,119,34,false,false,9997,44247,9997
ore_ont_15921,3307,1704,6530,0,0,0,37,7,false,false,6680,30788,6680
ore_ont_9896,8389,8389,0,0,2,0,62,2,false,false,0,8389,0
ore_ont_9386,2379,4984,4032,3,0,0,42,4,false,false,6044,4984,6044
ore_ont_14863,9048,9048,0,0,3,0,48,3,false,false,0,9048,0
ore_ont_7372,9161,9161,0,1,3,0,53,2,false,false,0,9161,0
ore_ont_10949,9486,9486,0,0,0,1111,83,0,false,false,0,0,0
ore_ont_11085,9486,9486,0,0,0,0,250,5,false,false,0,18971,0
ore_ont_8627,4236,1925,7825,1,0,0,41,9,false,false,7948,35710,7948
ore_ont_802,3764,3857,6106,0,3,19,52,5,false,false,6119,3897,6119
ore_ont_3562,9912,9912,0,0,3,0,131,5,false,false,0,9912,0
ore_ont_4938,9912,9912,0,3,0,0,148,3,false,false,0,9912,0
ore_ont_8989,3041,8191,6975,0,1,0,865,97,true,false,0,9889,7430
ore_ont_13690,10531,10531,0,0,3,0,138,5,false,false,0,10531,0
ore_ont_15680,4282,6385,6424,0,13,3,311,1195,false,false,242461,17048,242461
ore_ont_4609,4282,6385,6424,0,13,3,310,1185,false,false,242461,17048,242461
ore_ont_16750,2197,6728,4002,0,3,1,42,3,false,false,4002,4465,4002
ore_ont_7488,10772,10772,0,0,0,0,60,2,false,false,0,10772,0
ore_ont_950,2214,7198,3863,0,3,1,53,3,false,false,3863,4874,3863
ore_ont_8779,4354,2181,8827,0,0,0,44,10,false,false,9215,39641,9215
ore_ont_8882,4354,2181,8827,1,0,0,46,11,false,false,9299,39641,9299
ore_ont_7015,11106,11106,0,0,0,0,65,2,false,false,0,11106,0
ore_ont_16420,7684,9161,3155,0,27,21,177,72,false,false,27540,65484,27540
ore_ont_9577,7762,9279,3225,0,27,21,178,74,false,false,28207,67257,28207
ore_ont_6792,3532,3060,8878,0,0,0,69,19,false,false,10720,95872,10720
ore_ont_3241,11941,11941,0,1,3,0,64,4,false,false,0,11941,0
ore_ont_5368,6101,12202,6099,0,0,17,23585,5936,false,true,0,0,0
ore_ont_10384,12278,12278,0,0,1,0,94,4,false,false,0,12278,0
ore_ont_10992,12278,12278,0,1,0,0,87,3,false,false,0,12278,0
ore_ont_1112,12442,12442,0,0,4,0,100,3,false,false,0,12442,0
ore_ont_5492,12442,12442,0,0,4,0,83,3,false,false,0,12442,0
ore_ont_12665,12450,12450,0,0,4,0,83,3,false,false,0,12450,0
ore_ont_4127,12674,12674,0,4,0,0,101,3,false,false,0,12674,0
ore_ont_4639,12674,12674,0,2,2,0,108,4,false,false,0,12674,0
ore_ont_6234,12917,12917,0,7,5,0,93,4,false,false,0,12917,0
ore_ont_5721,5574,1009,12049,4,0,0,51,23,false,false,22914,12377,22914
ore_ont_16105,13177,13177,0,0,0,0,99,3,false,false,0,13177,0
ore_ont_13919,14067,14067,0,0,1,0,79,3,false,false,0,14067,0
ore_ont_16453,14069,14069,0,0,1,0,75,3,false,false,0,14069,0
ore_ont_22,14635,14635,0,0,3,0,90,4,false,false,0,14635,0
ore_ont_13430,14780,14780,0,0,4,0,76,4,false,false,0,14780,0
ore_ont_14258,14780,14780,0,0,4,0,95,4,false,false,0,14780,0
ore_ont_15871,3347,6755,8168,0,0,4,62,10,false,false,8204,6948,8204
ore_ont_12284,15267,15267,0,0,0,0,145,5,false,false,0,15267,0
ore_ont_7401,15412,15412,0,1,2,0,316,4,false,false,0,0,0
ore_ont_1743,15660,15660,0,0,0,0,139,5,false,false,0,15660,0
ore_ont_2719,15660,15660,0,0,0,0,148,5,false,false,0,15660,0
ore_ont_12182,2547,12547,15883,0,0,0,1189,8,false,false,18230,4363,18230
ore_ont_1833,9903,31476,10865,0,0,0,18352,4478,false,false,10865,37657,10865
ore_ont_1330,22079,22079,0,11,0,0,210,7,false,false,0,22079,0
ore_ont_14223,22079,22079,0,0,0,0,194,7,false,false,0,22079,0
ore_ont_239,22079,22079,0,8,3,0,204,10,false,false,0,22079,0
ore_ont_9739,22079,22079,0,8,3,0,206,11,false,false,0,22079,0
ore_ont_11426,23122,23122,0,11,0,0,202,7,false,false,0,23122,0
ore_ont_7174,23122,23122,0,8,3,0,226,10,false,false,0,23122,0
ore_ont_8441,23122,23122,0,8,3,0,221,11,false,false,0,23122,0
ore_ont_13526,5933,12048,18284,0,1,1,318,22,false,false,28103,39887,28103
ore_ont_10391,5935,12057,18290,0,1,1,312,22,false,false,28109,39909,28109
ore_ont_7226,9053,2099,22280,2,0,0,92,42,false,false,46208,23779,46208
ore_ont_4775,5183,16409,9556,0,3,1,107,8,false,false,9556,11065,9556
ore_ont_13684,26146,26146,0,5,0,0,363,9,false,false,0,26146,0
ore_ont_14380,26146,26146,0,0,5,2,281,9,false,false,0,26146,0
ore_ont_7706,26987,26987,0,1,4,0,242,12,false,false,0,26987,0
ore_ont_12792,27127,27127,0,1,4,0,233,12,false,false,0,27127,0
ore_ont_12992,27127,27127,0,5,0,0,238,7,false,false,0,27127,0
ore_ont_1767,28941,28941,0,0,4,0,152,8,false,false,0,28941,0
ore_ont_13233,24910,19201,10462,55,0,0,217,133,false,false,87325,103569,87325
ore_ont_9694,12573,28636,8945,0,0,0,789,32,false,false,18080,50519,18080
ore_ont_16853,11060,27659,13102,0,0,0,1819,12,false,false,13102,12109,13102
ore_ont_3255,6807,21802,12485,0,3,1,143,11,false,false,12485,14857,12485
ore_ont_11053,34875,34959,0,0,0,0,685,2,false,false,0,0,0
ore_ont_9347,13356,32516,22931,0,2,2,5360,25,false,false,24937,39407,24937
ore_ont_12452,36303,36303,0,1,0,0,219,10,false,false,0,36303,0
ore_ont_8377,36303,36303,0,0,1,0,231,10,false,false,0,36303,0
ore_ont_4049,11758,28585,14145,0,0,0,368,16,false,false,14145,28133,14145
ore_ont_4141,ERR124,,,,,,,,,,,,
ore_ont_6444,8332,26984,15893,0,3,1,176,14,false,false,15893,18532,15893
ore_ont_1123,43899,43899,0,0,24,68,729,22,false,false,0,43900,0
ore_ont_955,46225,46225,0,0,2,0,1355,33,false,false,0,46225,0
ore_ont_11459,47114,47114,0,1,0,0,1373,37,false,false,0,47114,0
ore_ont_13423,47114,47114,0,1,0,0,1362,36,false,false,0,47114,0
ore_ont_3100,47114,47114,0,1,0,0,1346,35,false,false,0,47114,0
ore_ont_3733,48064,48064,0,0,4,1,1407,39,false,false,0,48075,0
ore_ont_14909,31274,13356,42091,2,0,0,217,30,false,false,44097,47379,44097
ore_ont_7389,15078,32241,27746,3,0,0,259,36,false,false,42872,32241,42872
ore_ont_5544,17941,17941,47248,0,0,16,265,61,false,false,47248,25592,47248
ore_ont_7607,33414,59650,17076,0,0,0,3187,28,false,false,21652,100080,21652
ore_ont_9809,66977,66977,0,0,0,0,2152,44,false,false,0,0,0
ore_ont_8723,58273,32935,37222,55,0,0,481,571,false,false,373731,223274,373731
ore_ont_16511,22122,22122,49079,0,2,4,419,188,false,false,109357,45256,109357
ore_ont_9027,33505,0,73708,0,2,18,2023,74,false,false,73708,0,73708
ore_ont_11597,73951,73951,0,0,0,0,415,22,false,false,0,73951,0
ore_ont_13359,73951,73951,0,0,0,0,437,27,false,false,0,73951,0
ore_ont_16703,73951,73951,0,0,0,0,418,22,false,false,0,73951,0
ore_ont_5193,73951,73951,0,0,0,0,393,20,false,false,0,73951,0
ore_ont_1115,74124,74124,0,0,1,0,423,22,false,false,0,74124,0
ore_ont_20,22175,44332,56875,3,0,15,38239,144,false,false,101720,23572,101720
ore_ont_13136,79149,79149,0,9,8,0,511,41,false,false,0,79149,0
ore_ont_14012,79149,79149,0,9,8,0,506,39,false,false,0,79149,0
ore_ont_1634,79149,79149,0,9,8,0,512,40,false,false,0,79149,0
ore_ont_3737,81052,81052,0,0,1,0,632,34,false,false,0,81052,0
ore_ont_6120,81052,81052,0,1,0,0,603,24,false,false,0,81052,0
ore_ont_8432,83060,83060,0,1,2,0,472,24,false,false,0,83060,0
ore_ont_15237,15680,53468,29846,0,3,1,357,29,false,false,29846,37655,29846
ore_ont_7416,83567,83567,0,0,22,1,680,44,false,false,0,83567,0
ore_ont_1966,84424,84424,0,0,17,0,696,34,false,false,0,84424,0
ore_ont_12522,21399,45419,39756,3,0,0,379,50,false,false,62394,45419,62394
ore_ont_6108,86099,86099,0,0,21,1,705,46,false,false,0,86099,0
ore_ont_2291,86146,86146,0,0,0,0,792,29,false,false,0,86146,0
ore_ont_15372,33238,63214,52967,0,0,0,886,120,false,false,150384,143076,150384
ore_ont_14351,6942,40116,80067,0,18,17,27142,284,false,false,226922,15447,226922
ore_ont_5253,88955,88955,0,0,23,1,594,33,false,false,0,88955,0
ore_ont_7803,89323,89323,0,0,21,1,732,49,false,false,0,89323,0
ore_ont_15557,89798,89798,0,0,0,0,840,30,false,false,0,89798,0
ore_ont_8445,ERR124,,,,,,,,,,,,
ore_ont_6816,102970,102970,0,3,0,0,773,30,false,false,0,102970,0
ore_ont_10965,108314,108314,0,5,2,0,652,37,false,false,0,108314,0
ore_ont_1840,108314,108314,0,5,2,0,665,37,false,false,0,108314,0
ore_ont_9046,108314,108314,0,7,0,0,602,26,false,false,0,108314,0
ore_ont_11287,7524,43883,103755,0,18,17,42683,320,false,false,296498,15560,296498
ore_ont_14601,22174,72741,42341,0,3,1,550,43,false,false,42341,50267,42341
ore_ont_16767,27374,67088,51331,3,0,0,564,74,false,false,80813,67088,80813
ore_ont_773,128056,128056,0,0,1,0,741,41,false,false,0,128056,0
ore_ont_4242,32075,73617,61061,3,0,0,627,89,false,false,95653,73617,95653
ore_ont_1043,137569,137569,0,6,0,0,929,47,false,false,0,137569,0
ore_ont_4166,139447,139447,0,0,0,0,750,45,false,false,0,139447,0
ore_ont_14154,27024,89865,51717,0,3,1,655,52,false,false,51717,62488,51717
ore_ont_8858,143388,143388,0,2,0,0,781,45,false,false,0,143388,0
ore_ont_11827,144897,144897,0,7,0,0,1011,51,false,false,0,144897,0
ore_ont_14355,144897,144897,0,0,0,0,1025,47,false,false,0,144897,0
ore_ont_15133,144897,144897,0,7,0,0,1013,47,false,false,0,144897,0
ore_ont_2415,145095,145095,0,15,22,1,1097,103,false,false,0,145095,0
ore_ont_6627,148736,148736,0,33,40,1,1486,109,false,false,0,148736,0
ore_ont_4410,6033,15376,147118,0,2,17,1717,144,false,false,147119,6033,147119
ore_ont_7496,155169,155169,0,0,0,0,1038,48,false,false,0,155169,0
ore_ont_10136,157995,157995,0,15,22,1,1310,111,false,false,0,157995,0
ore_ont_16235,163136,163136,0,0,1,0,1329,115,false,false,0,163136,0
ore_ont_3696,163648,163648,0,0,0,0,1210,50,false,false,0,163648,0
ore_ont_4233,163648,163648,0,0,0,0,1303,56,false,false,0,163648,0
ore_ont_15621,32029,105646,61009,0,3,1,764,65,false,false,61009,73332,61009
ore_ont_1886,86475,167381,0,0,51,0,1014,355,false,false,0,1412825,0
ore_ont_6833,36739,99550,70223,0,0,0,766,106,false,false,112379,99550,112379
ore_ont_5295,112691,90809,80434,55,0,0,1452,1408,false,false,753330,481831,753330
ore_ont_8787,180242,180242,0,0,0,0,1046,53,false,false,0,180242,0
ore_ont_5358,180400,180400,0,1,2,0,1475,100,false,false,0,180400,0
ore_ont_6948,182784,182784,0,0,0,0,7508,157,false,false,0,0,0
ore_ont_1182,36083,135633,69546,0,3,1,920,77,false,false,69546,98968,69546
ore_ont_10568,117925,115622,99820,33,22,2,4262,5270,false,true,0,511158,3234618
ore_ont_12128,220948,220948,0,1,9,2,5573,273,false,false,0,220948,0
ore_ont_12567,220948,220948,0,10,0,0,7287,162,false,false,0,220948,0
ore_ont_5769,52221,122054,100158,3,0,0,971,160,false,false,155930,122054,155930
ore_ont_13591,112320,32990,190149,0,0,0,1032,144,false,false,190149,205618,190149
ore_ont_5596,112320,32990,190149,1,0,0,1032,273,false,false,206638,205618,206638
ore_ont_6835,60938,133962,115581,3,0,0,1191,195,false,false,181609,133962,181609
ore_ont_4577,60198,135846,118232,0,0,0,1278,206,false,false,189112,135846,189112
ore_ont_1821,62827,140151,119672,3,0,0,1285,209,false,false,189980,140151,189980
ore_ont_5218,264461,264461,0,13,25,0,2975,323,false,false,0,264461,0
ore_ont_751,266084,266084,0,0,0,0,1876,109,false,false,0,266084,0
ore_ont_9767,266084,266084,0,5,2,0,2022,219,false,false,0,266084,0
ore_ont_5418,266101,266101,0,5,2,0,2018,219,false,false,0,266101,0
ore_ont_13106,61567,153097,116119,3,0,0,1320,203,false,false,182493,153097,182493
ore_ont_4598,277427,277427,0,6,5,0,2110,236,false,false,0,277427,0
ore_ont_8194,318292,318292,0,0,23,1,2190,163,false,false,0,318292,0
