file,individuals,class_assertions,opa,chain_rules,transitive_roles,functional_roles,convert_ms,precheck_ms,clash,timed_out,edges,type_adds,edge_adds
ore_ont_2513,62677,202828,119466,0,3,1,1580,143,false,false,119466,139741,119466
ore_ont_11037,325220,325220,0,0,23,1,2407,269,false,false,0,325220,0
ore_ont_11899,325293,325293,0,5,3,0,2369,312,false,false,0,325293,0
ore_ont_2574,124592,217033,123608,33,22,2,4200,5895,false,true,0,785232,3516238
ore_ont_2111,356154,356154,0,0,24,1,2979,291,false,false,0,356154,0
ore_ont_3133,71148,238899,135227,0,3,1,1828,168,false,false,135227,167220,135227
ore_ont_11464,454279,454279,0,0,0,0,2933,178,false,false,0,454279,0
ore_ont_16414,86947,294971,166158,0,3,1,2431,211,false,false,166158,207503,166158
ore_ont_14308,470571,470571,0,0,2,0,3423,248,false,false,0,470571,0
ore_ont_5475,470571,470571,0,0,0,0,3198,240,false,false,0,470571,0
ore_ont_7578,470571,470571,0,2,0,0,3198,225,false,false,0,470571,0
ore_ont_10380,481898,481898,0,1,6,0,3547,421,false,false,0,481898,0
ore_ont_2486,481898,481898,0,7,0,0,3566,234,false,false,0,481898,0
ore_ont_13846,491054,491054,0,10,27,1,3662,430,false,false,0,491054,0
ore_ont_4412,633838,633838,0,16,27,1,4865,582,false,false,0,633838,0
ore_ont_16457,123515,420495,237620,33,15,2,3508,1417,false,false,552693,296766,552693
ore_ont_12351,747998,747998,0,13,0,0,5619,376,false,false,0,747998,0
family,508,521,1337,31,7,9,32,2585,true,false,0,1455,267112
