stem,arm,cr,tse,tdp,ms
ore_ont_2036,off,30,130,0,0
ore_ont_2036,eo,30,130,0,0
ore_ont_2036,os,30,130,0,0
ore_ont_2036,both,30,130,0,0
ore_ont_2038,off,128,225,79,0
ore_ont_2038,eo,128,225,79,0
ore_ont_2038,os,128,225,79,0
ore_ont_2038,both,128,225,79,0
ore_ont_2046,off,60502,10856,0,416
ore_ont_2046,eo,60502,10856,0,414
ore_ont_2046,os,60502,10856,0,410
ore_ont_2046,both,60502,10856,0,423
ore_ont_205,off,12651,34203,0,33
ore_ont_205,eo,12651,34203,0,33
ore_ont_205,os,12651,34203,0,33
ore_ont_205,both,12651,34203,0,33
ore_ont_2063,off,922,6607,0,4
ore_ont_2063,eo,922,6607,0,4
ore_ont_2063,os,922,6607,0,4
ore_ont_2063,both,922,6607,0,2
ore_ont_2066,off,387,1319,0,1
ore_ont_2066,eo,387,1319,0,1
ore_ont_2066,os,387,1319,0,1
ore_ont_2066,both,387,1319,0,1
ore_ont_2082,off,196070,341868,5,1022
ore_ont_2082,eo,196070,341868,5,1009
ore_ont_2082,os,196070,341868,5,1020
ore_ont_2082,both,196070,341868,5,1017
ore_ont_20,off,14567,3447,12796,39351
ore_ont_20,eo,14567,3447,12796,39719
ore_ont_20,os,14567,3447,12796,39968
ore_ont_20,both,14567,3447,12796,39869
ore_ont_2105,off,31215,7224,0,57
ore_ont_2105,eo,31215,7224,0,58
ore_ont_2105,os,31215,7224,0,59
ore_ont_2105,both,31215,7224,0,58
ore_ont_2111,off,91581,695638,3,1437
ore_ont_2111,eo,91581,695638,3,1445
ore_ont_2111,os,91581,695638,3,1444
ore_ont_2111,both,91581,695638,3,1418
ore_ont_2121,off,803567,671031,0,22957
ore_ont_2121,eo,803567,671031,0,22787
ore_ont_2121,os,803567,671031,0,23091
ore_ont_2121,both,803567,671031,0,22929
ore_ont_2128,off,12343,27661,2,48
ore_ont_2128,eo,12343,27661,2,46
ore_ont_2128,os,12343,27661,2,47
ore_ont_2128,both,12343,27661,2,47
ore_ont_2129,off,6265,5879,0,24
ore_ont_2129,eo,6265,5879,0,22
ore_ont_2129,os,6265,5879,0,22
ore_ont_2129,both,6265,5879,0,23
ore_ont_2134,off,146368,291199,5,627
ore_ont_2134,eo,146368,291199,5,607
ore_ont_2134,os,146368,291199,5,606
ore_ont_2134,both,146368,291199,5,614
ore_ont_2142,off,30605,47770,22265,87
ore_ont_2142,eo,30605,47770,22265,90
ore_ont_2142,os,30605,47770,22265,89
ore_ont_2142,both,30605,47770,22265,89
ore_ont_2182,off,221,92,1,0
ore_ont_2182,eo,221,92,1,1
ore_ont_2182,os,221,92,1,0
ore_ont_2182,both,221,92,1,1
ore_ont_218,off,4046,44641,45,14
ore_ont_218,eo,4046,44641,45,14
ore_ont_218,os,4046,44641,45,14
ore_ont_218,both,4046,44641,45,14
ore_ont_2195,off,171,20,171,2
ore_ont_2195,eo,171,20,171,2
ore_ont_2195,os,171,20,171,1
ore_ont_2195,both,171,20,171,2
ore_ont_2213,off,4009,20294,57,51
ore_ont_2213,eo,4009,20294,57,50
ore_ont_2213,os,4009,20294,57,54
ore_ont_2213,both,4009,20294,57,49
ore_ont_2228,off,94,565,0,0
ore_ont_2228,eo,94,565,0,0
ore_ont_2228,os,94,565,0,0
ore_ont_2228,both,94,565,0,0
ore_ont_2229,off,319,407,193,0
ore_ont_2229,eo,319,407,193,1
ore_ont_2229,os,319,407,193,1
ore_ont_2229,both,319,407,193,0
ore_ont_2232,off,13551,13826,2072,27
ore_ont_2232,eo,13551,13826,2072,26
ore_ont_2232,os,13551,13826,2072,26
ore_ont_2232,both,13551,13826,2072,26
ore_ont_2237,off,0,131,0,0
ore_ont_2237,eo,0,131,0,0
ore_ont_2237,os,0,131,0,0
ore_ont_2237,both,0,131,0,0
ore_ont_2243,off,232267,37523,0,736
ore_ont_2243,eo,232267,37523,0,738
ore_ont_2243,os,232267,37523,0,744
ore_ont_2243,both,232267,37523,0,737
ore_ont_2253,off,84385,20603,0,555
ore_ont_2253,eo,84385,20603,0,560
ore_ont_2253,os,84385,20603,0,564
ore_ont_2253,both,84385,20603,0,560
ore_ont_2266,off,1062,4415,0,5
ore_ont_2266,eo,1062,4415,0,5
ore_ont_2266,os,1062,4415,0,5
ore_ont_2266,both,1062,4415,0,8
ore_ont_2291,off,36500,605175,0,368
ore_ont_2291,eo,36500,605175,0,375
ore_ont_2291,os,36500,605175,0,371
ore_ont_2291,both,36500,605175,0,371
ore_ont_22,off,4222,13046,0,25
ore_ont_22,eo,4222,13046,0,25
ore_ont_22,os,4222,13046,0,26
ore_ont_22,both,4222,13046,0,25
ore_ont_2302,off,99066,546159,0,465
ore_ont_2302,eo,99066,546159,0,459
ore_ont_2302,os,99066,546159,0,472
ore_ont_2302,both,99066,546159,0,461
ore_ont_2303,off,379,500,0,1
ore_ont_2303,eo,379,500,0,1
ore_ont_2303,os,379,500,0,1
ore_ont_2303,both,379,500,0,1
ore_ont_2313,off,1914,15454,4,7
ore_ont_2313,eo,1914,15454,4,7
ore_ont_2313,os,1914,15454,4,7
ore_ont_2313,both,1914,15454,4,7
ore_ont_2317,off,14749,12689,2,46
ore_ont_2317,eo,14749,12689,2,46
ore_ont_2317,os,14749,12689,2,46
ore_ont_2317,both,14749,12689,2,46
ore_ont_2318,off,4705,29207,84,18
ore_ont_2318,eo,4705,29207,84,18
ore_ont_2318,os,4705,29207,84,18
ore_ont_2318,both,4705,29207,84,18
ore_ont_231,off,0,168,0,0
ore_ont_231,eo,0,168,0,0
ore_ont_231,os,0,168,0,0
ore_ont_231,both,0,168,0,0
ore_ont_2333,off,3228,15607,0,15
ore_ont_2333,eo,3228,15607,0,15
ore_ont_2333,os,3228,15607,0,15
ore_ont_2333,both,3228,15607,0,15
ore_ont_2338,off,867,1664,486,3
ore_ont_2338,eo,867,1664,486,1
ore_ont_2338,os,867,1664,486,3
ore_ont_2338,both,867,1664,486,2
ore_ont_2360,off,4248,21660,59,55
ore_ont_2360,eo,4248,21660,59,50
ore_ont_2360,os,4248,21660,59,50
ore_ont_2360,both,4248,21660,59,55
ore_ont_2361,off,50898,337748,3,450
ore_ont_2361,eo,50898,337748,3,447
ore_ont_2361,os,50898,337748,3,444
ore_ont_2361,both,50898,337748,3,448
ore_ont_236,off,7831,10099,0,20
ore_ont_236,eo,7831,10099,0,20
ore_ont_236,os,7831,10099,0,20
ore_ont_236,both,7831,10099,0,21
ore_ont_2377,off,3375,8987,0,8
ore_ont_2377,eo,3375,8987,0,8
ore_ont_2377,os,3375,8987,0,8
ore_ont_2377,both,3375,8987,0,15
ore_ont_2378,off,1684,15231,0,7
ore_ont_2378,eo,1684,15231,0,5
ore_ont_2378,os,1684,15231,0,5
ore_ont_2378,both,1684,15231,0,6
ore_ont_237,off,146,249,8,2
ore_ont_237,eo,146,249,8,2
ore_ont_237,os,146,249,8,1
ore_ont_237,both,146,249,8,1
ore_ont_2397,off,24619,111361,2,69
ore_ont_2397,eo,24619,111361,2,68
ore_ont_2397,os,24619,111361,2,68
ore_ont_2397,both,24619,111361,2,68
ore_ont_239,off,17875,49048,65,78
ore_ont_239,eo,17875,49048,65,72
ore_ont_239,os,17875,49048,65,79
ore_ont_239,both,17875,49048,65,74
ore_ont_2415,off,52450,337760,3,502
ore_ont_2415,eo,52450,337760,3,500
ore_ont_2415,os,52450,337760,3,499
ore_ont_2415,both,52450,337760,3,512
ore_ont_2440,off,2732,4418,0,5
ore_ont_2440,eo,2732,4418,0,6
ore_ont_2440,os,2732,4418,0,6
ore_ont_2440,both,2732,4418,0,6
ore_ont_2453,off,169,233,0,0
ore_ont_2453,eo,169,233,0,1
ore_ont_2453,os,169,233,0,1
ore_ont_2453,both,169,233,0,1
ore_ont_2454,off,11275,18412,1,20
ore_ont_2454,eo,11275,18412,1,20
ore_ont_2454,os,11275,18412,1,20
ore_ont_2454,both,11275,18412,1,20
ore_ont_2456,off,506,468,0,1
ore_ont_2456,eo,506,468,0,2
ore_ont_2456,os,506,468,0,1
ore_ont_2456,both,506,468,0,2
ore_ont_2469,off,138204,247331,7,692
ore_ont_2469,eo,138204,247331,7,684
ore_ont_2469,os,138204,247331,7,688
ore_ont_2469,both,138204,247331,7,692
ore_ont_2485,off,1,6,0,0
ore_ont_2485,eo,1,6,0,0
ore_ont_2485,os,1,6,0,0
ore_ont_2485,both,1,6,0,0
ore_ont_2486,off,74770,750292,62,1716
ore_ont_2486,eo,74770,750292,62,1737
ore_ont_2486,os,74770,750292,62,1726
ore_ont_2486,both,74770,750292,62,1709
ore_ont_2488,off,476,2521,0,3
ore_ont_2488,eo,476,2521,0,1
ore_ont_2488,os,476,2521,0,3
ore_ont_2488,both,476,2521,0,1
ore_ont_2491,off,17934,17935,0,61
ore_ont_2491,eo,17934,17935,0,61
ore_ont_2491,os,17934,17935,0,60
ore_ont_2491,both,17934,17935,0,64
ore_ont_2496,off,2875,9975,36,7
ore_ont_2496,eo,2875,9975,36,7
ore_ont_2496,os,2875,9975,36,7
ore_ont_2496,both,2875,9975,36,7
ore_ont_2497,off,13356,50511,70,35
ore_ont_2497,eo,13356,50511,70,35
ore_ont_2497,os,13356,50511,70,36
ore_ont_2497,both,13356,50511,70,36
ore_ont_2504,off,NA,NA,NA,NA
ore_ont_2504,eo,NA,NA,NA,NA
ore_ont_2504,os,NA,NA,NA,NA
ore_ont_2504,both,NA,NA,NA,NA
ore_ont_2513,off,1073,1871,0,567
ore_ont_2513,eo,1073,1871,0,572
ore_ont_2513,os,1073,1871,0,574
ore_ont_2513,both,1073,1871,0,582
ore_ont_2526,off,157,139,87,0
ore_ont_2526,eo,157,139,87,1
ore_ont_2526,os,157,139,87,1
ore_ont_2526,both,157,139,87,1
ore_ont_2531,off,3975,20174,57,46
ore_ont_2531,eo,3975,20174,57,49
ore_ont_2531,os,3975,20174,57,46
ore_ont_2531,both,3975,20174,57,46
ore_ont_253,off,3710,12759,1,13
ore_ont_253,eo,3710,12759,1,13
ore_ont_253,os,3710,12759,1,13
ore_ont_253,both,3710,12759,1,13
ore_ont_2548,off,2804,23995,103,184
ore_ont_2548,eo,2804,23995,103,195
ore_ont_2548,os,2804,23995,103,199
ore_ont_2548,both,2804,23995,103,200
ore_ont_2556,off,0,181,0,1
ore_ont_2556,eo,0,181,0,1
ore_ont_2556,os,0,181,0,0
ore_ont_2556,both,0,181,0,1
ore_ont_2557,off,0,85,0,0
ore_ont_2557,eo,0,85,0,0
ore_ont_2557,os,0,85,0,0
ore_ont_2557,both,0,85,0,0
ore_ont_2569,off,3991,25526,0,13
ore_ont_2569,eo,3991,25526,0,13
ore_ont_2569,os,3991,25526,0,13
ore_ont_2569,both,3991,25526,0,13
ore_ont_2574,off,275563,136583,5,1879
ore_ont_2574,eo,275563,136583,5,1861
ore_ont_2574,os,275563,136583,5,1880
ore_ont_2574,both,275563,136583,5,1894
ore_ont_2577,off,60989,213997,5,204
ore_ont_2577,eo,60989,213997,5,204
ore_ont_2577,os,60989,213997,5,205
ore_ont_2577,both,60989,213997,5,207
ore_ont_2578,off,10917,48540,0,34
ore_ont_2578,eo,10917,48540,0,33
ore_ont_2578,os,10917,48540,0,34
ore_ont_2578,both,10917,48540,0,34
ore_ont_257,off,2208,6025,19,142
ore_ont_257,eo,2208,6025,19,144
ore_ont_257,os,2208,6025,19,142
ore_ont_257,both,2208,6025,19,145
ore_ont_258,off,271,1149,0,1
ore_ont_258,eo,271,1149,0,0
ore_ont_258,os,271,1149,0,1
ore_ont_258,both,271,1149,0,1
ore_ont_2591,off,13730,13731,0,41
ore_ont_2591,eo,13730,13731,0,42
ore_ont_2591,os,13730,13731,0,42
ore_ont_2591,both,13730,13731,0,42
ore_ont_259,off,3980,20450,58,50
ore_ont_259,eo,3980,20450,58,48
ore_ont_259,os,3980,20450,58,53
ore_ont_259,both,3980,20450,58,47
ore_ont_2604,off,3522,19596,73,15
ore_ont_2604,eo,3522,19596,73,15
ore_ont_2604,os,3522,19596,73,16
ore_ont_2604,both,3522,19596,73,14
ore_ont_2608,off,732,1653,0,3
ore_ont_2608,eo,732,1653,0,3
ore_ont_2608,os,732,1653,0,3
ore_ont_2608,both,732,1653,0,3
ore_ont_260,off,4435,22747,60,17
ore_ont_260,eo,4435,22747,60,18
ore_ont_260,os,4435,22747,60,17
ore_ont_260,both,4435,22747,60,17
ore_ont_2612,off,4053,14589,0,10
ore_ont_2612,eo,4053,14589,0,10
ore_ont_2612,os,4053,14589,0,10
ore_ont_2612,both,4053,14589,0,18
ore_ont_2622,off,559,1339,0,553
ore_ont_2622,eo,559,1339,0,556
ore_ont_2622,os,559,1339,0,547
ore_ont_2622,both,559,1339,0,549
ore_ont_2624,off,7277,31452,0,29
ore_ont_2624,eo,7277,31452,0,29
ore_ont_2624,os,7277,31452,0,29
ore_ont_2624,both,7277,31452,0,29
ore_ont_2627,off,41926,86110,0,180
ore_ont_2627,eo,41926,86110,0,179
ore_ont_2627,os,41926,86110,0,180
ore_ont_2627,both,41926,86110,0,181
ore_ont_2632,off,56672,181301,5,205
ore_ont_2632,eo,56672,181301,5,199
ore_ont_2632,os,56672,181301,5,200
ore_ont_2632,both,56672,181301,5,200
ore_ont_2646,off,1687,3038,0,3
ore_ont_2646,eo,1687,3038,0,3
ore_ont_2646,os,1687,3038,0,3
ore_ont_2646,both,1687,3038,0,3
ore_ont_264,off,6264,6114,0,22
ore_ont_264,eo,6264,6114,0,22
ore_ont_264,os,6264,6114,0,29
ore_ont_264,both,6264,6114,0,22
ore_ont_2652,off,104,176,0,0
ore_ont_2652,eo,104,176,0,0
ore_ont_2652,os,104,176,0,0
ore_ont_2652,both,104,176,0,0
ore_ont_2654,off,215,595,0,0
ore_ont_2654,eo,215,595,0,0
ore_ont_2654,os,215,595,0,0
ore_ont_2654,both,215,595,0,0
ore_ont_2656,off,19926,39852,2,81
ore_ont_2656,eo,19926,39852,2,75
ore_ont_2656,os,19926,39852,2,76
ore_ont_2656,both,19926,39852,2,75
ore_ont_2658,off,9806,128633,0,56
ore_ont_2658,eo,9806,128633,0,57
ore_ont_2658,os,9806,128633,0,56
ore_ont_2658,both,9806,128633,0,57
ore_ont_2661,off,20389,55705,0,128
ore_ont_2661,eo,20389,55705,0,129
ore_ont_2661,os,20389,55705,0,132
ore_ont_2661,both,20389,55705,0,131
ore_ont_2662,off,331,460,193,1
ore_ont_2662,eo,331,460,193,0
ore_ont_2662,os,331,460,193,0
ore_ont_2662,both,331,460,193,1
ore_ont_2664,off,3980,20452,58,50
ore_ont_2664,eo,3980,20452,58,50
ore_ont_2664,os,3980,20452,58,50
ore_ont_2664,both,3980,20452,58,50
ore_ont_2669,off,152,264,8,1
ore_ont_2669,eo,152,264,8,2
ore_ont_2669,os,152,264,8,2
ore_ont_2669,both,152,264,8,2
ore_ont_2672,off,876,4359,0,2
ore_ont_2672,eo,876,4359,0,2
ore_ont_2672,os,876,4359,0,4
ore_ont_2672,both,876,4359,0,4
ore_ont_2677,off,4432,27150,81,17
ore_ont_2677,eo,4432,27150,81,16
ore_ont_2677,os,4432,27150,81,17
ore_ont_2677,both,4432,27150,81,17
ore_ont_2678,off,381,356,144,4
ore_ont_2678,eo,381,356,144,4
ore_ont_2678,os,381,356,144,3
ore_ont_2678,both,381,356,144,3
ore_ont_2697,off,98,575,0,0
ore_ont_2697,eo,98,575,0,0
ore_ont_2697,os,98,575,0,0
ore_ont_2697,both,98,575,0,0
ore_ont_269,off,65926,19162,0,166
ore_ont_269,eo,65926,19162,0,168
ore_ont_269,os,65926,19162,0,167
ore_ont_269,both,65926,19162,0,166
ore_ont_2700,off,4604,25921,63,18
ore_ont_2700,eo,4604,25921,63,18
ore_ont_2700,os,4604,25921,63,18
ore_ont_2700,both,4604,25921,63,18
ore_ont_2703,off,3107,16480,64,11
ore_ont_2703,eo,3107,16480,64,11
ore_ont_2703,os,3107,16480,64,12
ore_ont_2703,both,3107,16480,64,11
ore_ont_2713,off,318,1927,0,1
ore_ont_2713,eo,318,1927,0,1
ore_ont_2713,os,318,1927,0,1
ore_ont_2713,both,318,1927,0,1
ore_ont_2719,off,12772,27235,0,49
ore_ont_2719,eo,12772,27235,0,49
ore_ont_2719,os,12772,27235,0,52
ore_ont_2719,both,12772,27235,0,49
ore_ont_2720,off,1049,6805,0,5
ore_ont_2720,eo,1049,6805,0,3
ore_ont_2720,os,1049,6805,0,5
ore_ont_2720,both,1049,6805,0,6
ore_ont_2738,off,127042,680870,40,620
ore_ont_2738,eo,127042,680870,40,621
ore_ont_2738,os,127042,680870,40,622
ore_ont_2738,both,127042,680870,40,625
ore_ont_2744,off,727,936,374,3
ore_ont_2744,eo,727,936,374,3
ore_ont_2744,os,727,936,374,5
ore_ont_2744,both,727,936,374,3
ore_ont_2749,off,51081,1787,50151,94
ore_ont_2749,eo,51081,1787,50151,93
ore_ont_2749,os,51081,1787,50151,100
ore_ont_2749,both,51081,1787,50151,95
ore_ont_2753,off,366,1507,0,0
ore_ont_2753,eo,366,1507,0,0
ore_ont_2753,os,366,1507,0,0
ore_ont_2753,both,366,1507,0,1
ore_ont_2775,off,132,446,0,0
ore_ont_2775,eo,132,446,0,0
ore_ont_2775,os,132,446,0,0
ore_ont_2775,both,132,446,0,0
ore_ont_2783,off,3975,20174,57,50
ore_ont_2783,eo,3975,20174,57,52
ore_ont_2783,os,3975,20174,57,49
ore_ont_2783,both,3975,20174,57,53
ore_ont_2792,off,6784,85102,80,35
ore_ont_2792,eo,6784,85102,80,35
ore_ont_2792,os,6784,85102,80,35
ore_ont_2792,both,6784,85102,80,35
ore_ont_2803,off,115744,1095111,0,558
ore_ont_2803,eo,115744,1095111,0,557
ore_ont_2803,os,115744,1095111,0,560
ore_ont_2803,both,115744,1095111,0,559
ore_ont_2817,off,3975,20174,57,53
ore_ont_2817,eo,3975,20174,57,53
ore_ont_2817,os,3975,20174,57,47
ore_ont_2817,both,3975,20174,57,49
ore_ont_2820,off,124992,223999,5,558
ore_ont_2820,eo,124992,223999,5,555
ore_ont_2820,os,124992,223999,5,566
ore_ont_2820,both,124992,223999,5,559
ore_ont_2826,off,357,286,39,2
ore_ont_2826,eo,357,286,39,2
ore_ont_2826,os,357,286,39,1
ore_ont_2826,both,357,286,39,1
ore_ont_2828,off,176243,466816,695,1001
ore_ont_2828,eo,176243,466816,695,1010
ore_ont_2828,os,176243,466816,695,1051
ore_ont_2828,both,176243,466816,695,1028
ore_ont_2837,off,39,55,2,0
ore_ont_2837,eo,39,55,2,0
ore_ont_2837,os,39,55,2,0
ore_ont_2837,both,39,55,2,0
ore_ont_283,off,122280,89644,0,529
ore_ont_283,eo,122280,89644,0,523
ore_ont_283,os,122280,89644,0,526
ore_ont_283,both,122280,89644,0,542
ore_ont_2848,off,6003,20168,2,25
ore_ont_2848,eo,6003,20168,2,26
ore_ont_2848,os,6003,20168,2,25
ore_ont_2848,both,6003,20168,2,25
ore_ont_2860,off,199,278,74,2
ore_ont_2860,eo,199,278,74,2
ore_ont_2860,os,199,278,74,2
ore_ont_2860,both,199,278,74,2
ore_ont_2874,off,156492,775846,106,750
ore_ont_2874,eo,156492,775846,106,747
ore_ont_2874,os,156492,775846,106,755
ore_ont_2874,both,156492,775846,106,753
ore_ont_2876,off,88,406,0,0
ore_ont_2876,eo,88,406,0,0
ore_ont_2876,os,88,406,0,0
ore_ont_2876,both,88,406,0,0
ore_ont_2901,off,1001,5971,13,4
ore_ont_2901,eo,1001,5971,13,4
ore_ont_2901,os,1001,5971,13,4
ore_ont_2901,both,1001,5971,13,4
ore_ont_290,off,4044,20671,59,51
ore_ont_290,eo,4044,20671,59,48
ore_ont_290,os,4044,20671,59,51
ore_ont_290,both,4044,20671,59,51
ore_ont_2936,off,18,13,0,0
ore_ont_2936,eo,18,13,0,0
ore_ont_2936,os,18,13,0,0
ore_ont_2936,both,18,13,0,0
ore_ont_2950,off,2864,5690,1639,6
ore_ont_2950,eo,2864,5690,1639,6
ore_ont_2950,os,2864,5690,1639,6
ore_ont_2950,both,2864,5690,1639,6
ore_ont_2989,off,106,48,91,0
ore_ont_2989,eo,106,48,91,0
ore_ont_2989,os,106,48,91,0
ore_ont_2989,both,106,48,91,0
ore_ont_3003,off,2608,6577,0,6
ore_ont_3003,eo,2608,6577,0,6
ore_ont_3003,os,2608,6577,0,6
ore_ont_3003,both,2608,6577,0,6
ore_ont_3010,off,357,286,39,1
ore_ont_3010,eo,357,286,39,1
ore_ont_3010,os,357,286,39,1
ore_ont_3010,both,357,286,39,2
ore_ont_3022,off,381,356,144,2
ore_ont_3022,eo,381,356,144,4
ore_ont_3022,os,381,356,144,3
ore_ont_3022,both,381,356,144,2
ore_ont_304,off,163,525,0,0
ore_ont_304,eo,163,525,0,1
ore_ont_304,os,163,525,0,1
ore_ont_304,both,163,525,0,0
ore_ont_3050,off,3975,20174,57,50
ore_ont_3050,eo,3975,20174,57,50
ore_ont_3050,os,3975,20174,57,50
ore_ont_3050,both,3975,20174,57,49
ore_ont_3053,off,480,375,323,2
ore_ont_3053,eo,480,375,323,2
ore_ont_3053,os,480,375,323,2
ore_ont_3053,both,480,375,323,2
ore_ont_3060,off,154,131,87,0
ore_ont_3060,eo,154,131,87,1
ore_ont_3060,os,154,131,87,0
ore_ont_3060,both,154,131,87,0
ore_ont_3077,off,10183,119779,81,63
ore_ont_3077,eo,10183,119779,81,61
ore_ont_3077,os,10183,119779,81,63
ore_ont_3077,both,10183,119779,81,61
ore_ont_307,off,13627,14237,2074,28
ore_ont_307,eo,13627,14237,2074,28
ore_ont_307,os,13627,14237,2074,29
ore_ont_307,both,13627,14237,2074,28
ore_ont_3080,off,6632,34176,604,20
ore_ont_3080,eo,6632,34176,604,19
ore_ont_3080,os,6632,34176,604,19
ore_ont_3080,both,6632,34176,604,19
ore_ont_3082,off,120,482,0,0
ore_ont_3082,eo,120,482,0,0
ore_ont_3082,os,120,482,0,0
ore_ont_3082,both,120,482,0,0
ore_ont_3087,off,2694,14832,5,296
ore_ont_3087,eo,2694,14832,5,297
ore_ont_3087,os,2694,14832,5,296
ore_ont_3087,both,2694,14832,5,297
ore_ont_3100,off,121710,920808,2,867
ore_ont_3100,eo,121710,920808,2,863
ore_ont_3100,os,121710,920808,2,866
ore_ont_3100,both,121710,920808,2,865
ore_ont_3102,off,3304,19435,1,10
ore_ont_3102,eo,3304,19435,1,10
ore_ont_3102,os,3304,19435,1,10
ore_ont_3102,both,3304,19435,1,10
ore_ont_3106,off,10253,65078,0,35
ore_ont_3106,eo,10253,65078,0,35
ore_ont_3106,os,10253,65078,0,36
ore_ont_3106,both,10253,65078,0,36
ore_ont_3114,off,3980,20450,58,50
ore_ont_3114,eo,3980,20450,58,47
ore_ont_3114,os,3980,20450,58,46
ore_ont_3114,both,3980,20450,58,46
ore_ont_3128,off,272,232,0,1
ore_ont_3128,eo,272,232,0,0
ore_ont_3128,os,272,232,0,0
ore_ont_3128,both,272,232,0,1
ore_ont_3133,off,1307,2507,0,670
ore_ont_3133,eo,1307,2507,0,674
ore_ont_3133,os,1307,2507,0,680
ore_ont_3133,both,1307,2507,0,672
ore_ont_3156,off,357,286,39,2
ore_ont_3156,eo,357,286,39,1
ore_ont_3156,os,357,286,39,2
ore_ont_3156,both,357,286,39,2
ore_ont_3164,off,807,1596,0,467
ore_ont_3164,eo,807,1596,0,460
ore_ont_3164,os,807,1596,0,461
ore_ont_3164,both,807,1596,0,464
ore_ont_316,off,2488,13712,0,6
ore_ont_316,eo,2488,13712,0,6
ore_ont_316,os,2488,13712,0,6
ore_ont_316,both,2488,13712,0,6
ore_ont_3177,off,8926,65092,0,33
ore_ont_3177,eo,8926,65092,0,33
ore_ont_3177,os,8926,65092,0,33
ore_ont_3177,both,8926,65092,0,33
ore_ont_318,off,62952,409642,5,904
ore_ont_318,eo,62952,409642,5,917
ore_ont_318,os,62952,409642,5,906
ore_ont_318,both,62952,409642,5,906
ore_ont_3205,off,3679,440,3505,9
ore_ont_3205,eo,3679,440,3505,5
ore_ont_3205,os,3679,440,3505,5
ore_ont_3205,both,3679,440,3505,9
ore_ont_3214,off,4589,25860,63,18
ore_ont_3214,eo,4589,25860,63,18
ore_ont_3214,os,4589,25860,63,18
ore_ont_3214,both,4589,25860,63,18
ore_ont_3215,off,91618,54975,1,568
ore_ont_3215,eo,91618,54975,1,570
ore_ont_3215,os,91618,54975,1,572
ore_ont_3215,both,91618,54975,1,578
ore_ont_3231,off,178,517,6,1
ore_ont_3231,eo,178,517,6,1
ore_ont_3231,os,178,517,6,1
ore_ont_3231,both,178,517,6,1
ore_ont_3237,off,41940,177140,69,126
ore_ont_3237,eo,41940,177140,69,138
ore_ont_3237,os,41940,177140,69,125
ore_ont_3237,both,41940,177140,69,127
ore_ont_3238,off,13077,13078,0,38
ore_ont_3238,eo,13077,13078,0,39
ore_ont_3238,os,13077,13078,0,39
ore_ont_3238,both,13077,13078,0,39
ore_ont_3241,off,2689,8891,37,17
ore_ont_3241,eo,2689,8891,37,17
ore_ont_3241,os,2689,8891,37,17
ore_ont_3241,both,2689,8891,37,17
ore_ont_3250,off,182,154,55,0
ore_ont_3250,eo,182,154,55,0
ore_ont_3250,os,182,154,55,0
ore_ont_3250,both,182,154,55,0
ore_ont_3255,off,378,750,0,37
ore_ont_3255,eo,378,750,0,35
ore_ont_3255,os,378,750,0,36
ore_ont_3255,both,378,750,0,35
ore_ont_3258,off,363,3187,1,2
ore_ont_3258,eo,363,3187,1,2
ore_ont_3258,os,363,3187,1,1
ore_ont_3258,both,363,3187,1,2
ore_ont_3259,off,0,180,0,0
ore_ont_3259,eo,0,180,0,0
ore_ont_3259,os,0,180,0,1
ore_ont_3259,both,0,180,0,1
ore_ont_3260,off,83,106,1,0
ore_ont_3260,eo,83,106,1,0
ore_ont_3260,os,83,106,1,0
ore_ont_3260,both,83,106,1,0
ore_ont_3262,off,320,675,43,1
ore_ont_3262,eo,320,675,43,2
ore_ont_3262,os,320,675,43,1
ore_ont_3262,both,320,675,43,1
ore_ont_3263,off,336,939,0,0
ore_ont_3263,eo,336,939,0,1
ore_ont_3263,os,336,939,0,0
ore_ont_3263,both,336,939,0,0
ore_ont_3270,off,106,48,91,0
ore_ont_3270,eo,106,48,91,0
ore_ont_3270,os,106,48,91,0
ore_ont_3270,both,106,48,91,0
ore_ont_3274,off,255138,506491,5,1390
ore_ont_3274,eo,255138,506491,5,1390
ore_ont_3274,os,255138,506491,5,1398
ore_ont_3274,both,255138,506491,5,1388
ore_ont_3281,off,266,1204,0,2
ore_ont_3281,eo,266,1204,0,3
ore_ont_3281,os,266,1204,0,3
ore_ont_3281,both,266,1204,0,1
ore_ont_3282,off,80381,218580,5,287
ore_ont_3282,eo,80381,218580,5,288
ore_ont_3282,os,80381,218580,5,286
ore_ont_3282,both,80381,218580,5,293
ore_ont_3292,off,0,142,0,1
ore_ont_3292,eo,0,142,0,0
ore_ont_3292,os,0,142,0,0
ore_ont_3292,both,0,142,0,0
ore_ont_3301,off,584,3158,14,2
ore_ont_3301,eo,584,3158,14,4
ore_ont_3301,os,584,3158,14,3
ore_ont_3301,both,584,3158,14,4
ore_ont_330,off,2689,8891,37,17
ore_ont_330,eo,2689,8891,37,17
ore_ont_330,os,2689,8891,37,17
ore_ont_330,both,2689,8891,37,18
ore_ont_3313,off,1283,8768,0,6
ore_ont_3313,eo,1283,8768,0,6
ore_ont_3313,os,1283,8768,0,6
ore_ont_3313,both,1283,8768,0,6
ore_ont_3329,off,3975,20174,57,50
ore_ont_3329,eo,3975,20174,57,50
ore_ont_3329,os,3975,20174,57,47
ore_ont_3329,both,3975,20174,57,50
ore_ont_3330,off,54,105,0,0
ore_ont_3330,eo,54,105,0,0
ore_ont_3330,os,54,105,0,0
