stem,arm,cr,tse,tdp,ms
ore_ont_10004,off,3076,20568,2,10
ore_ont_10004,eo,3076,20568,2,10
ore_ont_10004,os,3076,20568,2,10
ore_ont_10004,both,3076,20568,2,10
ore_ont_10006,off,60971,213889,5,207
ore_ont_10006,eo,60971,213889,5,205
ore_ont_10006,os,60971,213889,5,205
ore_ont_10006,both,60971,213889,5,204
ore_ont_10008,off,88446,175540,5,348
ore_ont_10008,eo,88446,175540,5,351
ore_ont_10008,os,88446,175540,5,344
ore_ont_10008,both,88446,175540,5,347
ore_ont_10009,off,381,356,144,4
ore_ont_10009,eo,381,356,144,2
ore_ont_10009,os,381,356,144,2
ore_ont_10009,both,381,356,144,3
ore_ont_10016,off,257159,182829,2,1311
ore_ont_10016,eo,257159,182829,2,1325
ore_ont_10016,os,257159,182829,2,1315
ore_ont_10016,both,257159,182829,2,1313
ore_ont_10019,off,182,114,55,0
ore_ont_10019,eo,182,114,55,0
ore_ont_10019,os,182,114,55,0
ore_ont_10019,both,182,114,55,0
ore_ont_10026,off,368,2118,0,2
ore_ont_10026,eo,368,2118,0,2
ore_ont_10026,os,368,2118,0,2
ore_ont_10026,both,368,2118,0,2
ore_ont_10032,off,121712,920806,2,723
ore_ont_10032,eo,121712,920806,2,723
ore_ont_10032,os,121712,920806,2,722
ore_ont_10032,both,121712,920806,2,729
ore_ont_10053,off,12165,50575,2,29
ore_ont_10053,eo,12165,50575,2,29
ore_ont_10053,os,12165,50575,2,29
ore_ont_10053,both,12165,50575,2,29
ore_ont_10056,off,467,1497,0,2
ore_ont_10056,eo,467,1497,0,2
ore_ont_10056,os,467,1497,0,1
ore_ont_10056,both,467,1497,0,1
ore_ont_10058,off,4589,25860,63,18
ore_ont_10058,eo,4589,25860,63,18
ore_ont_10058,os,4589,25860,63,18
ore_ont_10058,both,4589,25860,63,18
ore_ont_10068,off,30111,351429,0,443
ore_ont_10068,eo,30111,351429,0,439
ore_ont_10068,os,30111,351429,0,438
ore_ont_10068,both,30111,351429,0,442
ore_ont_10073,off,25555,247253,2,1168
ore_ont_10073,eo,25555,247253,2,1167
ore_ont_10073,os,25555,247253,2,1174
ore_ont_10073,both,25555,247253,2,1164
ore_ont_10080,off,28407,34175,22263,182
ore_ont_10080,eo,28407,34175,22263,203
ore_ont_10080,os,28407,34175,22263,204
ore_ont_10080,both,28407,34175,22263,196
ore_ont_10088,off,173,229,0,0
ore_ont_10088,eo,173,229,0,0
ore_ont_10088,os,173,229,0,0
ore_ont_10088,both,173,229,0,0
ore_ont_10109,off,344,622,42,1
ore_ont_10109,eo,344,622,42,2
ore_ont_10109,os,344,622,42,2
ore_ont_10109,both,344,622,42,1
ore_ont_10123,off,2817,13659,7,25
ore_ont_10123,eo,2817,13659,7,26
ore_ont_10123,os,2817,13659,7,25
ore_ont_10123,both,2817,13659,7,25
ore_ont_10125,off,143254,1184538,66,3018
ore_ont_10125,eo,143254,1184538,66,3003
ore_ont_10125,os,143254,1184538,66,3002
ore_ont_10125,both,143254,1184538,66,2997
ore_ont_10127,off,699,1697,0,140
ore_ont_10127,eo,699,1697,0,139
ore_ont_10127,os,699,1697,0,150
ore_ont_10127,both,699,1697,0,139
ore_ont_1012,off,262266,37962,0,2349
ore_ont_1012,eo,262266,37962,0,2354
ore_ont_1012,os,262266,37962,0,2332
ore_ont_1012,both,262266,37962,0,2339
ore_ont_10133,off,951,1619,0,3
ore_ont_10133,eo,951,1619,0,3
ore_ont_10133,os,951,1619,0,3
ore_ont_10133,both,951,1619,0,3
ore_ont_10134,off,1850,8332,2,5
ore_ont_10134,eo,1850,8332,2,6
ore_ont_10134,os,1850,8332,2,6
ore_ont_10134,both,1850,8332,2,5
ore_ont_10136,off,57653,362854,4,606
ore_ont_10136,eo,57653,362854,4,611
ore_ont_10136,os,57653,362854,4,615
ore_ont_10136,both,57653,362854,4,610
ore_ont_10140,off,204130,455318,693,1064
ore_ont_10140,eo,204130,455318,693,1061
ore_ont_10140,os,204130,455318,693,1060
ore_ont_10140,both,204130,455318,693,1062
ore_ont_10146,off,2956,11104,60,8
ore_ont_10146,eo,2956,11104,60,8
ore_ont_10146,os,2956,11104,60,8
ore_ont_10146,both,2956,11104,60,8
ore_ont_10160,off,2502,8370,36,6
ore_ont_10160,eo,2502,8370,36,5
ore_ont_10160,os,2502,8370,36,5
ore_ont_10160,both,2502,8370,36,6
ore_ont_10161,off,678472,37376,2,1972
ore_ont_10161,eo,678472,37376,2,1971
ore_ont_10161,os,678472,37376,2,2009
ore_ont_10161,both,678472,37376,2,1983
ore_ont_10162,off,1007,6058,0,2
ore_ont_10162,eo,1007,6058,0,4
ore_ont_10162,os,1007,6058,0,4
ore_ont_10162,both,1007,6058,0,4
ore_ont_1016,off,6207,19126,0,17
ore_ont_1016,eo,6207,19126,0,18
ore_ont_1016,os,6207,19126,0,17
ore_ont_1016,both,6207,19126,0,17
ore_ont_10173,off,4014,20570,58,50
ore_ont_10173,eo,4014,20570,58,47
ore_ont_10173,os,4014,20570,58,47
ore_ont_10173,both,4014,20570,58,50
ore_ont_10174,off,133,570,0,0
ore_ont_10174,eo,133,570,0,0
ore_ont_10174,os,133,570,0,0
ore_ont_10174,both,133,570,0,0
ore_ont_10175,off,98983,545763,0,461
ore_ont_10175,eo,98983,545763,0,460
ore_ont_10175,os,98983,545763,0,461
ore_ont_10175,both,98983,545763,0,472
ore_ont_10176,off,208,171,0,0
ore_ont_10176,eo,208,171,0,0
ore_ont_10176,os,208,171,0,0
ore_ont_10176,both,208,171,0,0
ore_ont_1017,off,1687,3036,0,4
ore_ont_1017,eo,1687,3036,0,3
ore_ont_1017,os,1687,3036,0,4
ore_ont_1017,both,1687,3036,0,3
ore_ont_10197,off,2239,4306,6,123
ore_ont_10197,eo,2239,4306,6,121
ore_ont_10197,os,2239,4306,6,123
ore_ont_10197,both,2239,4306,6,120
ore_ont_10199,off,48,36,0,0
ore_ont_10199,eo,48,36,0,0
ore_ont_10199,os,48,36,0,0
ore_ont_10199,both,48,36,0,0
ore_ont_10212,off,202,531,0,9
ore_ont_10212,eo,202,531,0,9
ore_ont_10212,os,202,531,0,9
ore_ont_10212,both,202,531,0,9
ore_ont_10230,off,8872,673,8438,17
ore_ont_10230,eo,8872,673,8438,17
ore_ont_10230,os,8872,673,8438,17
ore_ont_10230,both,8872,673,8438,15
ore_ont_10242,off,4432,22435,59,17
ore_ont_10242,eo,4432,22435,59,17
ore_ont_10242,os,4432,22435,59,17
ore_ont_10242,both,4432,22435,59,18
ore_ont_10248,off,118044,1109467,0,570
ore_ont_10248,eo,118044,1109467,0,568
ore_ont_10248,os,118044,1109467,0,573
ore_ont_10248,both,118044,1109467,0,573
ore_ont_10254,off,5393,18112,1,12
ore_ont_10254,eo,5393,18112,1,16
ore_ont_10254,os,5393,18112,1,12
ore_ont_10254,both,5393,18112,1,12
ore_ont_10264,off,0,63,0,0
ore_ont_10264,eo,0,63,0,0
ore_ont_10264,os,0,63,0,0
ore_ont_10264,both,0,63,0,0
ore_ont_10270,off,4243,21662,58,49
ore_ont_10270,eo,4243,21662,58,56
ore_ont_10270,os,4243,21662,58,50
ore_ont_10270,both,4243,21662,58,52
ore_ont_10275,off,2603,10448,21,17
ore_ont_10275,eo,2603,10448,21,17
ore_ont_10275,os,2603,10448,21,17
ore_ont_10275,both,2603,10448,21,17
ore_ont_10280,off,8572,20166,0,32
ore_ont_10280,eo,8572,20166,0,32
ore_ont_10280,os,8572,20166,0,32
ore_ont_10280,both,8572,20166,0,32
ore_ont_10283,off,1459,5288,0,5
ore_ont_10283,eo,1459,5288,0,4
ore_ont_10283,os,1459,5288,0,5
ore_ont_10283,both,1459,5288,0,5
ore_ont_10285,off,155,335,7,0
ore_ont_10285,eo,155,335,7,1
ore_ont_10285,os,155,335,7,0
ore_ont_10285,both,155,335,7,0
ore_ont_1028,off,25918,87186,261,67
ore_ont_1028,eo,25918,87186,261,67
ore_ont_1028,os,25918,87186,261,67
ore_ont_1028,both,25918,87186,261,66
ore_ont_10309,off,6,15,0,0
ore_ont_10309,eo,6,15,0,0
ore_ont_10309,os,6,15,0,0
ore_ont_10309,both,6,15,0,0
ore_ont_10314,off,99,564,0,1
ore_ont_10314,eo,99,564,0,1
ore_ont_10314,os,99,564,0,1
ore_ont_10314,both,99,564,0,1
ore_ont_10320,off,439,2261,13,3
ore_ont_10320,eo,439,2261,13,3
ore_ont_10320,os,439,2261,13,3
ore_ont_10320,both,439,2261,13,3
ore_ont_10321,off,7,14,0,0
ore_ont_10321,eo,7,14,0,0
ore_ont_10321,os,7,14,0,0
ore_ont_10321,both,7,14,0,0
ore_ont_10326,off,3895,6291,0,9
ore_ont_10326,eo,3895,6291,0,9
ore_ont_10326,os,3895,6291,0,9
ore_ont_10326,both,3895,6291,0,9
ore_ont_10340,off,0,105,0,0
ore_ont_10340,eo,0,105,0,0
ore_ont_10340,os,0,105,0,0
ore_ont_10340,both,0,105,0,0
ore_ont_10348,off,11156,18203,1,20
ore_ont_10348,eo,11156,18203,1,20
ore_ont_10348,os,11156,18203,1,20
ore_ont_10348,both,11156,18203,1,20
ore_ont_1034,off,0,138,0,0
ore_ont_1034,eo,0,138,0,0
ore_ont_1034,os,0,138,0,0
ore_ont_1034,both,0,138,0,0
ore_ont_10350,off,2335,2314,0,5
ore_ont_10350,eo,2335,2314,0,5
ore_ont_10350,os,2335,2314,0,5
ore_ont_10350,both,2335,2314,0,9
ore_ont_10355,off,4,11,0,0
ore_ont_10355,eo,4,11,0,0
ore_ont_10355,os,4,11,0,0
ore_ont_10355,both,4,11,0,0
ore_ont_10362,off,183,359,56,0
ore_ont_10362,eo,183,359,56,0
ore_ont_10362,os,183,359,56,0
ore_ont_10362,both,183,359,56,0
ore_ont_10366,off,1882,1582,0,5
ore_ont_10366,eo,1882,1582,0,5
ore_ont_10366,os,1882,1582,0,5
ore_ont_10366,both,1882,1582,0,8
ore_ont_10380,off,74703,749798,60,1581
ore_ont_10380,eo,74703,749798,60,1583
ore_ont_10380,os,74703,749798,60,1589
ore_ont_10380,both,74703,749798,60,1589
ore_ont_10384,off,7277,31452,0,29
ore_ont_10384,eo,7277,31452,0,29
ore_ont_10384,os,7277,31452,0,31
ore_ont_10384,both,7277,31452,0,29
ore_ont_10388,off,150,279,43,1
ore_ont_10388,eo,150,279,43,1
ore_ont_10388,os,150,279,43,0
ore_ont_10388,both,150,279,43,0
ore_ont_10389,off,10768,78556,0,39
ore_ont_10389,eo,10768,78556,0,39
ore_ont_10389,os,10768,78556,0,39
ore_ont_10389,both,10768,78556,0,40
ore_ont_10391,off,84,5685,0,193
ore_ont_10391,eo,84,5685,0,194
ore_ont_10391,os,84,5685,0,193
ore_ont_10391,both,84,5685,0,196
ore_ont_10407,off,27,57,0,0
ore_ont_10407,eo,27,57,0,0
ore_ont_10407,os,27,57,0,0
ore_ont_10407,both,27,57,0,0
ore_ont_10409,off,3980,20450,58,50
ore_ont_10409,eo,3980,20450,58,49
ore_ont_10409,os,3980,20450,58,51
ore_ont_10409,both,3980,20450,58,47
ore_ont_10413,off,0,69,0,0
ore_ont_10413,eo,0,69,0,0
ore_ont_10413,os,0,69,0,0
ore_ont_10413,both,0,69,0,0
ore_ont_10419,off,1470,7774,0,7
ore_ont_10419,eo,1470,7774,0,6
ore_ont_10419,os,1470,7774,0,5
ore_ont_10419,both,1470,7774,0,6
ore_ont_10423,off,4025,20608,58,48
ore_ont_10423,eo,4025,20608,58,50
ore_ont_10423,os,4025,20608,58,50
ore_ont_10423,both,4025,20608,58,50
ore_ont_10425,off,4228740,10613,4223406,7911
ore_ont_10425,eo,4228740,10613,4223406,7753
ore_ont_10425,os,4228740,10613,4223406,7861
ore_ont_10425,both,4228740,10613,4223406,7901
ore_ont_10431,off,385,1874,26,1
ore_ont_10431,eo,385,1874,26,2
ore_ont_10431,os,385,1874,26,1
ore_ont_10431,both,385,1874,26,1
ore_ont_1043,off,35683,89397,678,439
ore_ont_1043,eo,35683,89397,678,439
ore_ont_1043,os,35683,89397,678,444
ore_ont_1043,both,35683,89397,678,435
ore_ont_10445,off,442498,17069,0,1328
ore_ont_10445,eo,442498,17069,0,1571
ore_ont_10445,os,442498,17069,0,1395
ore_ont_10445,both,442498,17069,0,1337
ore_ont_10460,off,833,3460,13,4
ore_ont_10460,eo,833,3460,13,3
ore_ont_10460,os,833,3460,13,4
ore_ont_10460,both,833,3460,13,3
ore_ont_10481,off,4443,22507,59,17
ore_ont_10481,eo,4443,22507,59,17
ore_ont_10481,os,4443,22507,59,18
ore_ont_10481,both,4443,22507,59,18
ore_ont_10503,off,1318,310,1066,4
ore_ont_10503,eo,1318,310,1066,6
ore_ont_10503,os,1318,310,1066,8
ore_ont_10503,both,1318,310,1066,5
ore_ont_10516,off,450,1601,0,1
ore_ont_10516,eo,450,1601,0,1
ore_ont_10516,os,450,1601,0,1
ore_ont_10516,both,450,1601,0,1
ore_ont_10517,off,1173,6639,2,5
ore_ont_10517,eo,1173,6639,2,5
ore_ont_10517,os,1173,6639,2,9
ore_ont_10517,both,1173,6639,2,9
ore_ont_10536,off,4,11,0,0
ore_ont_10536,eo,4,11,0,0
ore_ont_10536,os,4,11,0,0
ore_ont_10536,both,4,11,0,0
ore_ont_10537,off,106,48,91,0
ore_ont_10537,eo,106,48,91,0
ore_ont_10537,os,106,48,91,0
ore_ont_10537,both,106,48,91,1
ore_ont_10568,off,337369,863322,5,2605
ore_ont_10568,eo,337369,863322,5,2583
ore_ont_10568,os,337369,863322,5,2619
ore_ont_10568,both,337369,863322,5,2615
ore_ont_10571,off,352,618,97,2
ore_ont_10571,eo,352,618,97,2
ore_ont_10571,os,352,618,97,2
ore_ont_10571,both,352,618,97,2
ore_ont_10580,off,294,281,0,0
ore_ont_10580,eo,294,281,0,0
ore_ont_10580,os,294,281,0,1
ore_ont_10580,both,294,281,0,1
ore_ont_10588,off,3980,20460,58,52
ore_ont_10588,eo,3980,20460,58,46
ore_ont_10588,os,3980,20460,58,50
ore_ont_10588,both,3980,20460,58,49
ore_ont_10594,off,4589,25872,63,18
ore_ont_10594,eo,4589,25872,63,18
ore_ont_10594,os,4589,25872,63,18
ore_ont_10594,both,4589,25872,63,18
ore_ont_1059,off,82378,439270,7,355
ore_ont_1059,eo,82378,439270,7,351
ore_ont_1059,os,82378,439270,7,358
ore_ont_1059,both,82378,439270,7,356
ore_ont_105,off,347,1497,0,1
ore_ont_105,eo,347,1497,0,1
ore_ont_105,os,347,1497,0,1
ore_ont_105,both,347,1497,0,1
ore_ont_10608,off,4453,19701,2,21
ore_ont_10608,eo,4453,19701,2,21
ore_ont_10608,os,4453,19701,2,21
ore_ont_10608,both,4453,19701,2,21
ore_ont_10621,off,116927,503007,1,505
ore_ont_10621,eo,116927,503007,1,509
ore_ont_10621,os,116927,503007,1,513
ore_ont_10621,both,116927,503007,1,511
ore_ont_1062,off,4616,25917,63,19
ore_ont_1062,eo,4616,25917,63,18
ore_ont_1062,os,4616,25917,63,18
ore_ont_1062,both,4616,25917,63,19
ore_ont_1065,off,2349,16268,0,14
ore_ont_1065,eo,2349,16268,0,14
ore_ont_1065,os,2349,16268,0,14
ore_ont_1065,both,2349,16268,0,14
ore_ont_1066,off,42560,154554,69,122
ore_ont_1066,eo,42560,154554,69,122
ore_ont_1066,os,42560,154554,69,123
ore_ont_1066,both,42560,154554,69,121
ore_ont_10672,off,3982,20454,58,46
ore_ont_10672,eo,3982,20454,58,46
ore_ont_10672,os,3982,20454,58,50
ore_ont_10672,both,3982,20454,58,47
ore_ont_10681,off,164,356,0,2
ore_ont_10681,eo,164,356,0,2
ore_ont_10681,os,164,356,0,1
ore_ont_10681,both,164,356,0,3
ore_ont_10689,off,981144,15790191,0,52367
ore_ont_10689,eo,981144,15790191,0,52352
ore_ont_10689,os,981144,15790191,0,52723
ore_ont_10689,both,981144,15790191,0,52623
ore_ont_10697,off,670,1232,0,279
ore_ont_10697,eo,670,1232,0,278
ore_ont_10697,os,670,1232,0,275
ore_ont_10697,both,670,1232,0,276
ore_ont_10702,off,357,286,39,2
ore_ont_10702,eo,357,286,39,2
ore_ont_10702,os,357,286,39,2
ore_ont_10702,both,357,286,39,1
ore_ont_10742,off,5154,6390,0,8
ore_ont_10742,eo,5154,6390,0,8
ore_ont_10742,os,5154,6390,0,8
ore_ont_10742,both,5154,6390,0,8
ore_ont_10749,off,5253,28647,65,21
ore_ont_10749,eo,5253,28647,65,21
ore_ont_10749,os,5253,28647,65,21
ore_ont_10749,both,5253,28647,65,21
ore_ont_10750,off,232753,37511,0,2375
ore_ont_10750,eo,232753,37511,0,2202
ore_ont_10750,os,232753,37511,0,2200
ore_ont_10750,both,232753,37511,0,2193
ore_ont_10752,off,138,1368,0,0
ore_ont_10752,eo,138,1368,0,0
ore_ont_10752,os,138,1368,0,0
ore_ont_10752,both,138,1368,0,0
ore_ont_10754,off,52618,1074,52428,193
ore_ont_10754,eo,52618,1074,52428,193
ore_ont_10754,os,52618,1074,52428,183
ore_ont_10754,both,52618,1074,52428,193
ore_ont_10769,off,0,91,0,0
ore_ont_10769,eo,0,91,0,0
ore_ont_10769,os,0,91,0,0
ore_ont_10769,both,0,91,0,0
ore_ont_10774,off,11877,86152,0,45
ore_ont_10774,eo,11877,86152,0,45
ore_ont_10774,os,11877,86152,0,45
ore_ont_10774,both,11877,86152,0,45
ore_ont_10776,off,802,1223,0,2
ore_ont_10776,eo,802,1223,0,2
ore_ont_10776,os,802,1223,0,3
ore_ont_10776,both,802,1223,0,2
ore_ont_10778,off,80761,562092,0,407
ore_ont_10778,eo,80761,562092,0,403
ore_ont_10778,os,80761,562092,0,400
ore_ont_10778,both,80761,562092,0,405
ore_ont_10781,off,1287,1325,981,11
ore_ont_10781,eo,1287,1325,981,11
ore_ont_10781,os,1287,1325,981,11
ore_ont_10781,both,1287,1325,981,11
ore_ont_10805,off,0,122,0,0
ore_ont_10805,eo,0,122,0,0
ore_ont_10805,os,0,122,0,0
ore_ont_10805,both,0,122,0,0
ore_ont_10806,off,12343,27660,2,46
ore_ont_10806,eo,12343,27660,2,47
ore_ont_10806,os,12343,27660,2,47
ore_ont_10806,both,12343,27660,2,47
ore_ont_10807,off,983,5616,2,4
ore_ont_10807,eo,983,5616,2,6
ore_ont_10807,os,983,5616,2,5
ore_ont_10807,both,983,5616,2,4
ore_ont_10823,off,0,74,0,0
ore_ont_10823,eo,0,74,0,0
ore_ont_10823,os,0,74,0,0
ore_ont_10823,both,0,74,0,0
ore_ont_1082,off,48566,193552,71,179
ore_ont_1082,eo,48566,193552,71,176
ore_ont_1082,os,48566,193552,71,178
ore_ont_1082,both,48566,193552,71,176
ore_ont_10833,off,0,112,0,0
ore_ont_10833,eo,0,112,0,0
ore_ont_10833,os,0,112,0,0
ore_ont_10833,both,0,112,0,0
ore_ont_10838,off,2694,14967,5,281
ore_ont_10838,eo,2694,14967,5,283
ore_ont_10838,os,2694,14967,5,284
ore_ont_10838,both,2694,14967,5,293
ore_ont_10860,off,NA,NA,NA,NA
ore_ont_10860,eo,NA,NA,NA,NA
ore_ont_10860,os,NA,NA,NA,NA
ore_ont_10860,both,NA,NA,NA,NA
ore_ont_10874,off,19899,1231,19247,40
ore_ont_10874,eo,19899,1231,19247,40
ore_ont_10874,os,19899,1231,19247,40
ore_ont_10874,both,19899,1231,19247,39
ore_ont_10888,off,106,48,91,0
ore_ont_10888,eo,106,48,91,1
ore_ont_10888,os,106,48,91,0
ore_ont_10888,both,106,48,91,0
ore_ont_10890,off,13013,145720,0,55
ore_ont_10890,eo,13013,145720,0,54
ore_ont_10890,os,13013,145720,0,55
ore_ont_10890,both,13013,145720,0,54
ore_ont_10892,off,4624,25930,63,18
ore_ont_10892,eo,4624,25930,63,19
ore_ont_10892,os,4624,25930,63,18
ore_ont_10892,both,4624,25930,63,19
ore_ont_10894,off,168,822,0,2
ore_ont_10894,eo,168,822,0,2
ore_ont_10894,os,168,822,0,2
ore_ont_10894,both,168,822,0,2
ore_ont_10906,off,135,235,8,1
ore_ont_10906,eo,135,235,8,1
ore_ont_10906,os,135,235,8,1
ore_ont_10906,both,135,235,8,2
ore_ont_10908,off,814,6693,27,4
ore_ont_10908,eo,814,6693,27,4
ore_ont_10908,os,814,6693,27,3
ore_ont_10908,both,814,6693,27,4
ore_ont_1091,off,4607,25988,63,18
ore_ont_1091,eo,4607,25988,63,18
ore_ont_1091,os,4607,25988,63,18
ore_ont_1091,both,4607,25988,63,18
ore_ont_10926,off,3182288,887567,5,12740
ore_ont_10926,eo,3182288,887567,5,12440
ore_ont_10926,os,3182288,887567,5,13334
ore_ont_10926,both,3182288,887567,5,12444
ore_ont_10929,off,NA,NA,NA,NA
ore_ont_10929,eo,NA,NA,NA,NA
ore_ont_10929,os,NA,NA,NA,NA
ore_ont_10929,both,NA,NA,NA,NA
ore_ont_10930,off,62193,136154,5,209
ore_ont_10930,eo,62193,136154,5,208
ore_ont_10930,os,62193,136154,5,208
ore_ont_10930,both,62193,136154,5,208
ore_ont_10949,off,1463,4327,0,28
ore_ont_10949,eo,1463,4327,0,28
ore_ont_10949,os,1463,4327,0,28
ore_ont_10949,both,1463,4327,0,28
ore_ont_10951,off,332,634,0,20
ore_ont_10951,eo,332,634,0,20
ore_ont_10951,os,332,634,0,20
ore_ont_10951,both,332,634,0,20
ore_ont_10952,off,3009,16649,67,12
ore_ont_10952,eo,3009,16649,67,11
ore_ont_10952,os,3009,16649,67,11
ore_ont_10952,both,3009,16649,67,11
ore_ont_10965,off,11846,71899,2,215
ore_ont_10965,eo,11846,71899,2,218
ore_ont_10965,os,11846,71899,2,216
ore_ont_10965,both,11846,71899,2,215
ore_ont_10968,off,4830,10882,0,13
ore_ont_10968,eo,4830,10882,0,13
ore_ont_10968,os,4830,10882,0,13
ore_ont_10968,both,4830,10882,0,13
ore_ont_10985,off,4013,20668,58,50
ore_ont_10985,eo,4013,20668,58,52
ore_ont_10985,os,4013,20668,58,47
ore_ont_10985,both,4013,20668,58,47
ore_ont_10991,off,4432,19617,2,20
ore_ont_10991,eo,4432,19617,2,21
ore_ont_10991,os,4432,19617,2,20
ore_ont_10991,both,4432,19617,2,20
ore_ont_10992,off,7279,31455,2,32
ore_ont_10992,eo,7279,31455,2,32
ore_ont_10992,os,7279,31455,2,32
ore_ont_10992,both,7279,31455,2,32
ore_ont_11003,off,225,397,37,0
ore_ont_11003,eo,225,397,37,1
ore_ont_11003,os,225,397,37,1
ore_ont_11003,both,225,397,37,1
ore_ont_11004,off,117,70,91,0
ore_ont_11004,eo,117,70,91,1
ore_ont_11004,os,117,70,91,0
ore_ont_11004,both,117,70,91,1
ore_ont_11005,off,134148,400167,5,583
ore_ont_11005,eo,134148,400167,5,574
ore_ont_11005,os,134148,400167,5,580
ore_ont_11005,both,134148,400167,5,564
ore_ont_11009,off,1204,889,0,3
ore_ont_11009,eo,1204,889,0,2
ore_ont_11009,os,1204,889,0,3
ore_ont_11009,both,1204,889,0,2
ore_ont_11010,off,372,1526,0,1
ore_ont_11010,eo,372,1526,0,1
ore_ont_11010,os,372,1526,0,0
ore_ont_11010,both,372,1526,0,1
ore_ont_11014,off,1815,4337,0,4
ore_ont_11014,eo,1815,4337,0,5
ore_ont_11014,os,1815,4337,0,4
ore_ont_11014,both,1815,4337,0,6
ore_ont_11016,off,891,394,779,2
ore_ont_11016,eo,891,394,779,4
ore_ont_11016,os,891,394,779,4
ore_ont_11016,both,891,394,779,2
ore_ont_11037,off,76753,623375,3,1167
ore_ont_11037,eo,76753,623375,3,1145
ore_ont_11037,os,76753,623375,3,1175
ore_ont_11037,both,76753,623375,3,1139
ore_ont_11053,off,34959,9157,0,223
ore_ont_11053,eo,34959,9157,0,218
ore_ont_11053,os,34959,9157,0,220
ore_ont_11053,both,34959,9157,0,221
ore_ont_11064,off,1275,800,580,3
ore_ont_11064,eo,1275,800,580,1
ore_ont_11064,os,1275,800,580,3
ore_ont_11064,both,1275,800,580,3
ore_ont_11081,off,25459,123086,5,82
ore_ont_11081,eo,25459,123086,5,82
ore_ont_11081,os,25459,123086,5,82
ore_ont_11081,both,25459,123086,5,82
ore_ont_11085,off,20758,54338,2,140
ore_ont_11085,eo,20758,54338,2,143
ore_ont_11085,os,20758,54338,2,140
ore_ont_11085,both,20758,54338,2,145
ore_ont_11110,off,32286,203680,3,261
ore_ont_11110,eo,32286,203680,3,258
ore_ont_11110,os,32286,203680,3,259
ore_ont_11110,both,32286,203680,3,259
ore_ont_11115,off,1065,6586,0,4
ore_ont_11115,eo,1065,6586,0,4
ore_ont_11115,os,1065,6586,0,4
ore_ont_11115,both,1065,6586,0,4
ore_ont_11124,off,5767,19699,0,22
ore_ont_11124,eo,5767,19699,0,22
ore_ont_11124,os,5767,19699,0,22
ore_ont_11124,both,5767,19699,0,22
ore_ont_11125,off,60,113,0,1
ore_ont_11125,eo,60,113,0,0
ore_ont_11125,os,60,113,0,0
ore_ont_11125,both,60,113,0,0
ore_ont_11126,off,6397838,16987,6389278,12485
ore_ont_11126,eo,6397838,16987,6389278,12478
ore_ont_11126,os,6397838,16987,6389278,12433
ore_ont_11126,both,6397838,16987,6389278,13231
ore_ont_1112,off,4454,48993,0,26
ore_ont_1112,eo,4454,48993,0,27
ore_ont_1112,os,4454,48993,0,26
ore_ont_1112,both,4454,48993,0,27
ore_ont_11131,off,4836,17368,2,18
ore_ont_11131,eo,4836,17368,2,17
ore_ont_11131,os,4836,17368,2,18
ore_ont_11131,both,4836,17368,2,17
ore_ont_11133,off,247,509,0,0
ore_ont_11133,eo,247,509,0,0
ore_ont_11133,os,247,509,0,0
ore_ont_11133,both,247,509,0,1
ore_ont_11140,off,10355,3710,0,18
ore_ont_11140,eo,10355,3710,0,18
ore_ont_11140,os,10355,3710,0,18
ore_ont_11140,both,10355,3710,0,18
ore_ont_11149,off,297,509,171,1
ore_ont_11149,eo,297,509,171,1
ore_ont_11149,os,297,509,171,1
ore_ont_11149,both,297,509,171,1
ore_ont_11157,off,1964,2759,1247,4
ore_ont_11157,eo,1964,2759,1247,4
ore_ont_11157,os,1964,2759,1247,5
ore_ont_11157,both,1964,2759,1247,4
ore_ont_1115,off,10610,63742,0,141
ore_ont_1115,eo,10610,63742,0,142
ore_ont_1115,os,10610,63742,0,142
ore_ont_1115,both,10610,63742,0,142
ore_ont_1117,off,855,3207,0,5
ore_ont_1117,eo,855,3207,0,5
ore_ont_1117,os,855,3207,0,5
ore_ont_1117,both,855,3207,0,5
ore_ont_11196,off,51027,187278,69,165
ore_ont_11196,eo,51027,187278,69,165
ore_ont_11196,os,51027,187278,69,164
ore_ont_11196,both,51027,187278,69,164
ore_ont_11198,off,66809,431453,6,302
ore_ont_11198,eo,66809,431453,6,302
ore_ont_11198,os,66809,431453,6,308
ore_ont_11198,both,66809,431453,6,305
ore_ont_1119,off,17622,39385,0,77
ore_ont_1119,eo,17622,39385,0,77
ore_ont_1119,os,17622,39385,0,78
ore_ont_1119,both,17622,39385,0,78
ore_ont_11203,off,43,141,0,0
ore_ont_11203,eo,43,141,0,0
ore_ont_11203,os,43,141,0,0
ore_ont_11203,both,43,141,0,0
ore_ont_11207,off,1504,2693,0,133
ore_ont_11207,eo,1504,2693,0,132
ore_ont_11207,os,1504,2693,0,131
ore_ont_11207,both,1504,2693,0,133
ore_ont_1123,off,52245,626603,264,424
ore_ont_1123,eo,52245,626603,264,431
ore_ont_1123,os,52245,626603,264,432
ore_ont_1123,both,52245,626603,264,442
ore_ont_11270,off,116927,503007,1,523
ore_ont_11270,eo,116927,503007,1,527
ore_ont_11270,os,116927,503007,1,722
ore_ont_11270,both,116927,503007,1,517
ore_ont_11274,off,1611,4940,0,3
ore_ont_11274,eo,1611,4940,0,3
